record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,component_evidence_terms,processing_evidence_terms,extraction_evidence_terms,context_completeness_score,uncertainty_class,uncertainty_flags
PMID_39745600_GLM1,PMID_39745600,Nongenetic risk factors for thyroid cancer: an umbrella review of evidence.,unspecified tea,whole extract,,other extraction,flavonoids; extract,,extracted; extract,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; taxonomy_expansion_needed; uncertain_effect_direction
PMID_39706596_GLM1,PMID_39706596,Association between caffeine intake and fat free mass index: a retrospective cohort study.,unspecified tea,caffeine,,,caffeine,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_39632169_GLM1,PMID_39632169,Liubao insect tea polyphenols ameliorate DSS-induced experimental colitis by protecting intestinal barrier and regulating intestinal microbiota.,unspecified tea,mixed polyphenols,,other extraction,polyphenols,,extracted,0.500,moderate_uncertainty,preclinical_only
PMID_39571724_GLM1,PMID_39571724,"Dietary Pattern, Sputum DNA Methylation, and Lung Health: An Epidemiological Study in People Who Ever Smoked.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_39571724_GLM3,PMID_39571724,"Dietary Pattern, Sputum DNA Methylation, and Lung Health: An Epidemiological Study in People Who Ever Smoked.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_39571432_GLM1,PMID_39571432,"Theaflavin-3,3'-digallate (TF3) attenuated constipation by promoting gastrointestinal motility and modulating the gut microbiota: A comparative study of TF3 and the anti-constipation drug mosapride in mice.",black tea,theaflavins,,,theaflavin; theaflavins; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_39571432_GLM2,PMID_39571432,"Theaflavin-3,3'-digallate (TF3) attenuated constipation by promoting gastrointestinal motility and modulating the gut microbiota: A comparative study of TF3 and the anti-constipation drug mosapride in mice.",black tea,theaflavins,,,theaflavin; theaflavins; polyphenols,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only
PMID_39566179_GLM1,PMID_39566179,Development of a CVD mortality risk score using nutritional predictors: A risk prediction model in the Golestan Cohort Study.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_39522375_GLM1,PMID_39522375,Liubao tea extract restrains obesity-related hyperlipidemia via regulation of AMPK/p38/NF-κB pathway and intestinal microbiota.,dark tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,low_uncertainty,preclinical_only; uncertain_effect_direction
PMID_39522375_GLM2,PMID_39522375,Liubao tea extract restrains obesity-related hyperlipidemia via regulation of AMPK/p38/NF-κB pathway and intestinal microbiota.,dark tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,low_uncertainty,preclinical_only
PMID_39340256_GLM1,PMID_39340256,"Fructose intake, endogenous biomarkers and latent metabolic construct in adolescents: Exploring path associations and mediating effects.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context
PMID_39287934_GLM1,PMID_39287934,"Habitual Coffee, Tea, and Caffeine Consumption, Circulating Metabolites, and the Risk of Cardiometabolic Multimorbidity.",unspecified tea,caffeine,,,caffeine,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
PMID_39256061_GLM1,PMID_39256061,"Efficacy of jing Si herbal tea in functional dyspepsia: A double-blind, randomized, placebo-controlled study.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context
PMID_39256061_GLM2,PMID_39256061,"Efficacy of jing Si herbal tea in functional dyspepsia: A double-blind, randomized, placebo-controlled study.",unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context
PMID_39256061_GLM3,PMID_39256061,"Efficacy of jing Si herbal tea in functional dyspepsia: A double-blind, randomized, placebo-controlled study.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context
PMID_39096274_GLM1,PMID_39096274,Magnesium-rich diet score is inversely associated with incident cardiovascular disease: the Atherosclerosis Risk in Communities (ARIC) study.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_39096025_GLM2,PMID_39096025,"Advances in metabolism pathways of theaflavins: digestion, absorption, distribution and degradation.",black tea,theaflavins,enzymatic treatment,,theaflavins; phenolic,enzymatic,,0.800,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_39092514_GLM1,PMID_39092514,Polyphenols: potent protectors against chronic diseases.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,high_uncertainty,low_llm_confidence; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_39092514_GLM2,PMID_39092514,Polyphenols: potent protectors against chronic diseases.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_38764154_GLM1,PMID_38764154,"Salivary levels of catalase, total antioxidant capacity and interleukin-1β and oral health-related quality of life after matcha and green tea consumption for patients with gingivitis: A randomized clinical trial.",green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_38764154_GLM3,PMID_38764154,"Salivary levels of catalase, total antioxidant capacity and interleukin-1β and oral health-related quality of life after matcha and green tea consumption for patients with gingivitis: A randomized clinical trial.",green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_38520117_GLM1,PMID_38520117,"EGCG-based nanoparticles: synthesis, properties, and applications.",unspecified tea,catechins,,,egcg; phenolic,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_38520117_GLM2,PMID_38520117,"EGCG-based nanoparticles: synthesis, properties, and applications.",unspecified tea,catechins,,,egcg; phenolic,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40635852_GLM1,PMID_40635852,New approaches to the treatment of metabolic dysfunction-associated steatotic liver with natural products.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record
PMID_39765834_GLM1,PMID_39765834,Green Tea Catechins and Skin Health.,green tea,catechins,,,catechins,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_39765834_GLM2,PMID_39765834,Green Tea Catechins and Skin Health.,green tea,catechins,,,catechins,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_39643357_GLM1,PMID_39643357,Jianghua Kucha black tea containing theacrine attenuates depression-like behavior in CUMS mice by regulating gut microbiota-brain neurochemicals and cytokines.,black tea,theaflavins,,,theaflavins,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only
PMID_39643357_GLM3,PMID_39643357,Jianghua Kucha black tea containing theacrine attenuates depression-like behavior in CUMS mice by regulating gut microbiota-brain neurochemicals and cytokines.,black tea,theaflavins,,,theaflavins,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_39606571_GLM1,PMID_39606571,Global hotspots and trends in tea anti-obesity research: a bibliometric analysis from 2004 to 2024.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_39606571_GLM2,PMID_39606571,Global hotspots and trends in tea anti-obesity research: a bibliometric analysis from 2004 to 2024.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_39574401_GLM1,PMID_39574401,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,tps; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_39574401_GLM2,PMID_39574401,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,tps; polyphenols,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
PMID_39574401_GLM3,PMID_39574401,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,tps; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_39517154_GLM2,PMID_39517154,Longitudinal Analysis of Sweet Taste Preference Through Genetic and Phenotypic Data Integration.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,missing_processing_or_extraction_context
PMID_39503925_GLM1,PMID_39503925,Influence of consuming coffee and other beverages in adolescence on risk of type 2 diabetes in adulthood.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_39420779_GLM1,PMID_39420779,Food group intakes and high-sensitivity C-reactive protein among community-dwelling Japanese adults: a cross-sectional study.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_39405832_GLM1,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,tea polysaccharides,,,tea polysaccharides; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_39405832_GLM2,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,tea polysaccharides,,,tea polysaccharides; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_39405832_GLM3,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,tea polysaccharides,,,tea polysaccharides; polyphenols,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_39391512_GLM1,PMID_39391512,Food systems for long-term spaceflight: Understanding the role of non-nutrient polyphenols in astronauts' health.,unspecified tea,mixed polyphenols,,other extraction,polyphenols; flavonoids; polyphenol; extracts; extract,,extract,0.500,moderate_uncertainty,review_summary_record
PMID_39391512_GLM2,PMID_39391512,Food systems for long-term spaceflight: Understanding the role of non-nutrient polyphenols in astronauts' health.,unspecified tea,mixed polyphenols,,other extraction,polyphenols; flavonoids; polyphenol; extracts; extract,,extract,0.500,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
PMID_39350601_GLM1,PMID_39350601,Does green tea catechin enhance weight-loss effect of exercise training in overweight and obese individuals? a systematic review and meta-analysis of randomized trials.,green tea,catechins,,,catechin; catechins,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_39339787_GLM1,PMID_39339787,Green Tea Kombucha Impacts Inflammation and Salivary Microbiota in Individuals with Excess Body Weight: A Randomized Controlled Trial.,green tea,multiple component groups,fermentation/oxidation,,,kombucha; fermented,,0.800,low_uncertainty,
PMID_39339787_GLM2,PMID_39339787,Green Tea Kombucha Impacts Inflammation and Salivary Microbiota in Individuals with Excess Body Weight: A Randomized Controlled Trial.,green tea,multiple component groups,fermentation/oxidation,,,kombucha; fermented,,0.800,moderate_uncertainty,generic_mechanism
PMID_39339787_GLM3,PMID_39339787,Green Tea Kombucha Impacts Inflammation and Salivary Microbiota in Individuals with Excess Body Weight: A Randomized Controlled Trial.,green tea,multiple component groups,fermentation/oxidation,,,kombucha; fermented,,0.800,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
PMID_39256541_GLM1,PMID_39256541,"Prevalence and determinants of obesity and its association with upper gastrointestinal diseases in people aged 40-69 years in Yangzhong, southeast China.",unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_39222688_GLM1,PMID_39222688,"Flavonoid intakes, chronic obstructive pulmonary disease, adult asthma, and lung function: a cohort study in the UK Biobank.",unspecified tea,theaflavins,,,theaflavins; thearubigins; flavonoid; flavonoids,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context
PMID_39153160_GLM1,PMID_39153160,Blended Tea Ameliorates T2DM via Modulation of Gut Microflora.,unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.500,moderate_uncertainty,preclinical_only
PMID_39153160_GLM3,PMID_39153160,Blended Tea Ameliorates T2DM via Modulation of Gut Microflora.,unspecified tea,whole extract,,other extraction,tea extract,,extract,0.500,moderate_uncertainty,preclinical_only
PMID_39125321_GLM1,PMID_39125321,Calcium- and Sodium-Rich Food Intake among Koreans with and without Metabolic Syndrome: Cross-Sectional Analysis of the Korean Genome and Epidemiology Study.,green tea,multiple component groups,fermentation/oxidation,,,fermented,,0.800,moderate_uncertainty,generic_mechanism; uncertain_effect_direction
PMID_39050670_GLM1,PMID_39050670,Causal relationships involving brain imaging-derived phenotypes based on UKB imaging cohort: a review of Mendelian randomization studies.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_39047823_GLM1,PMID_39047823,Phenanthrene-induced hyperuricemia with intestinal barrier damage and the protective role of theabrownin: Modulation by gut microbiota-mediated bile acid metabolism.,unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.500,moderate_uncertainty,missing_named_microbiota; preclinical_only
PMID_39047823_GLM2,PMID_39047823,Phenanthrene-induced hyperuricemia with intestinal barrier damage and the protective role of theabrownin: Modulation by gut microbiota-mediated bile acid metabolism.,unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.500,moderate_uncertainty,missing_named_microbiota; preclinical_only
PMID_39033639_GLM1,PMID_39033639,Unraveling anti-aging mystery of green tea in C. elegans: Chemical truth and multiple mechanisms.,green tea,catechins,,aqueous extraction; other extraction,catechins; extracts; extract,,hot water extract; extract,0.750,moderate_uncertainty,invalid_evidence_level; taxonomy_expansion_needed
PMID_39014963_GLM1,PMID_39014963,"Acute, dose-response effects of guayusa leaf extract on mood, cognitive and motor-cognitive performance, and blood pressure, heart rate, and ventricular repolarization.",unspecified tea,whole extract,,other extraction,extract; tea extract,,extract,0.500,moderate_uncertainty,generic_mechanism
PMID_39014963_GLM3,PMID_39014963,"Acute, dose-response effects of guayusa leaf extract on mood, cognitive and motor-cognitive performance, and blood pressure, heart rate, and ventricular repolarization.",unspecified tea,whole extract,,other extraction,extract; tea extract,,extract,0.500,moderate_uncertainty,generic_mechanism
PMID_38936303_GLM2,PMID_38936303,Epigallocatechin gallate alleviates non-alcoholic fatty liver disease through the inhibition of the expression and activity of Dipeptide kinase 4.,green tea,catechins,,,epigallocatechin gallate; egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
PMID_38897845_GLM1,PMID_38897845,The Beverage Quality Index and risk of cardiometabolic outcomes after a myocardial infarction: A prospective analysis in the Alpha Omega Cohort.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction
PMID_38878905_GLM1,PMID_38878905,Clinical effects of Hibiscus sabdariffa Linn. on obesity treatment: A systematic review and meta-analysis of randomized controlled trials.,green tea,whole extract,,other extraction,extract,,extract,0.750,moderate_uncertainty,generic_mechanism; uncertain_effect_direction
PMID_38848972_GLM1,PMID_38848972,Combining bioinformatics and multiomics strategies to investigate the key microbiota and active components of Liupao tea ameliorating hyperlipidemia.,dark tea,catechins,storage/aging,other extraction,catechin; catechins; extract,liupao tea,extract,1.000,low_uncertainty,preclinical_only
PMID_38848972_GLM2,PMID_38848972,Combining bioinformatics and multiomics strategies to investigate the key microbiota and active components of Liupao tea ameliorating hyperlipidemia.,dark tea,catechins,storage/aging,other extraction,catechin; catechins; extract,liupao tea,extract,1.000,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
PMID_38820660_GLM1,PMID_38820660,The potential of EGCG in modulating the oral-gut axis microbiota for treating inflammatory bowel disease.,unspecified tea,catechins,,,egcg; epigallocatechin gallate,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_38778045_GLM1,PMID_38778045,Higher habitual intakes of flavonoids and flavonoid-rich foods are associated with a lower incidence of type 2 diabetes in the UK Biobank cohort.,green tea,mixed polyphenols,,,flavonoids; flavonoid,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context
PMID_38757229_GLM1,PMID_38757229,Altered proteome profiles related to visceral adiposity may mediate the favorable effect of green Mediterranean diet: the DIRECT-PLUS trial.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context
PMID_38757229_GLM2,PMID_38757229,Altered proteome profiles related to visceral adiposity may mediate the favorable effect of green Mediterranean diet: the DIRECT-PLUS trial.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_38740187_GLM1,PMID_38740187,Higher Dietary Polyphenol Intake Is Associated With Lower Blood Inflammatory Markers.,unspecified tea,mixed polyphenols,,,polyphenol,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_38695344_GLM1,PMID_38695344,Impact of nomenclature as metabolic associated steatotic liver disease on steatotic liver disease prevalence and screening: a prospective population survey in Asians.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
PMID_38622917_GLM1,PMID_38622917,Targeting microbiota-immune-synaptic plasticity to explore the effect of tea polyphenols on improving memory in the aged type 2 diabetic rat model.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_38622917_GLM2,PMID_38622917,Targeting microbiota-immune-synaptic plasticity to explore the effect of tea polyphenols on improving memory in the aged type 2 diabetic rat model.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only
PMID_38622917_GLM3,PMID_38622917,Targeting microbiota-immune-synaptic plasticity to explore the effect of tea polyphenols on improving memory in the aged type 2 diabetic rat model.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_38571923_GLM2,PMID_38571923,Beverages - a scoping review for Nordic Nutrition Recommendations 2023.,unspecified tea,caffeine,,,caffeine,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_38521977_GLM1,PMID_38521977,"Is coffee, tea, and red wine consumption beneficial for individuals with hypertension?",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_38503153_GLM1,PMID_38503153,Therapeutic effects of epigallocatechin-3-gallate for inflammatory bowel disease: A preclinical meta-analysis.,green tea,catechins,,,egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context
PMID_38501370_GLM1,PMID_38501370,Associations of Early Gut Microbiome and Metabolome with Growth and Body Composition of Preterm Infants Within the First 6 Months.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_38501370_GLM2,PMID_38501370,Associations of Early Gut Microbiome and Metabolome with Growth and Body Composition of Preterm Infants Within the First 6 Months.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context
PMID_38501370_GLM3,PMID_38501370,Associations of Early Gut Microbiome and Metabolome with Growth and Body Composition of Preterm Infants Within the First 6 Months.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context
PMID_38031409_GLM1,PMID_38031409,"The effects of green tea extract supplementation on body composition, obesity-related hormones and oxidative stress markers: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.",green tea,whole extract,,other extraction,green tea extract; extract,,extract,0.750,moderate_uncertainty,generic_mechanism
PMID_38031409_GLM2,PMID_38031409,"The effects of green tea extract supplementation on body composition, obesity-related hormones and oxidative stress markers: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.",green tea,whole extract,,other extraction,green tea extract; extract,,extract,0.750,low_uncertainty,
PMID_37584203_GLM1,PMID_37584203,"State-of-the-art review of theabrownins: from preparation, structural characterization to health-promoting benefits.",dark tea,mixed polyphenols,fermentation/oxidation,,polyphenols,microbial fermentation,,0.800,moderate_uncertainty,generic_mechanism; missing_named_microbiota; review_summary_record; uncertain_effect_direction
PMID_37584203_GLM2,PMID_37584203,"State-of-the-art review of theabrownins: from preparation, structural characterization to health-promoting benefits.",dark tea,mixed polyphenols,fermentation/oxidation,,polyphenols,microbial fermentation,,0.800,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
PMID_37584203_GLM3,PMID_37584203,"State-of-the-art review of theabrownins: from preparation, structural characterization to health-promoting benefits.",dark tea,mixed polyphenols,fermentation/oxidation,,polyphenols,microbial fermentation,,0.800,moderate_uncertainty,generic_mechanism; missing_named_microbiota; review_summary_record; uncertain_effect_direction
PMID_37082776_GLM1,PMID_37082776,Effects of green tea on lipid profile in overweight and obese women.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_41698016_GLM1,PMID_41698016,Integrative and Natural Approaches to Thyroid Nodule Treatment: Evidence and Emerging Trends.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41439563_GLM1,PMID_41439563,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record
PMID_41439563_GLM2,PMID_41439563,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_41435602_GLM1,PMID_41435602,Black tea extract exerts a protective effect on diethylnitrosamine-induced hepatic precancerous lesions through the Nrf2 signaling pathway.,black tea,whole extract,,other extraction,black tea extract; extract,,extract,0.750,low_uncertainty,preclinical_only
PMID_41435602_GLM2,PMID_41435602,Black tea extract exerts a protective effect on diethylnitrosamine-induced hepatic precancerous lesions through the Nrf2 signaling pathway.,black tea,whole extract,,other extraction,black tea extract; extract,,extract,0.750,low_uncertainty,preclinical_only
PMID_41411000_GLM1,PMID_41411000,"Tea and coffee intakes, COPD, adult asthma, and lung function in the UK Biobank.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_41411000_GLM2,PMID_41411000,"Tea and coffee intakes, COPD, adult asthma, and lung function in the UK Biobank.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_41371855_GLM1,PMID_41371855,A triple-helix white tea polysaccharide alleviates ulcerative colitis via the gut microbiota-metabolites-inflammation regulatory axis.,white tea,tea polysaccharides,,,tea polysaccharide; polysaccharide,,,0.550,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41371855_GLM2,PMID_41371855,A triple-helix white tea polysaccharide alleviates ulcerative colitis via the gut microbiota-metabolites-inflammation regulatory axis.,white tea,tea polysaccharides,,,tea polysaccharide; polysaccharide,,,0.550,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41366683_GLM1,PMID_41366683,"Herbal Remedies in Global Health Care: Classification, Toxicology, and Clinical Management.",green tea,whole extract,,other extraction,green tea extract; extract,,extract,0.750,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
PMID_41337925_GLM1,PMID_41337925,Sustainable extraction and bioconversion of tea stems using NADES: Dual benefits in polyphenolic recovery and carbohydrates enzymatic hydrolysis.,unspecified tea,mixed polyphenols,enzymatic treatment,other extraction,flavonoid; polyphenols; extracts,enzymatic,extraction,0.750,moderate_uncertainty,generic_mechanism; preclinical_only
PMID_41337925_GLM3,PMID_41337925,Sustainable extraction and bioconversion of tea stems using NADES: Dual benefits in polyphenolic recovery and carbohydrates enzymatic hydrolysis.,unspecified tea,mixed polyphenols,enzymatic treatment,other extraction,flavonoid; extracts,enzymatic,extraction,0.750,moderate_uncertainty,generic_mechanism; preclinical_only; taxonomy_expansion_needed
PMID_41275554_GLM1,PMID_41275554,Preparation of high polyphenol-low caffeine instant tea powder by exploring and regulating the changes of key functional compounds during kombucha fermentation.,green tea,caffeine,fermentation/oxidation,,caffeine; polyphenol,kombucha; fermentation,,0.800,moderate_uncertainty,generic_mechanism; preclinical_only
PMID_41275554_GLM2,PMID_41275554,Preparation of high polyphenol-low caffeine instant tea powder by exploring and regulating the changes of key functional compounds during kombucha fermentation.,green tea,caffeine,fermentation/oxidation,,caffeine; polyphenol,kombucha; fermentation,,0.800,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41623636_GLM1,PMID_41623636,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,dark/post-fermented tea; unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,low_uncertainty,preclinical_only; uncertain_effect_direction
PMID_41623636_GLM2,PMID_41623636,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,dark/post-fermented tea; unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,moderate_uncertainty,generic_mechanism; preclinical_only; uncertain_effect_direction
PMID_41623636_GLM3,PMID_41623636,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,dark/post-fermented tea; unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.750,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41063115_GLM1,PMID_41063115,Association of herbal tea consumption with cardiovascular diseases in the general population: evidence from the MESA cohort.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40865615_GLM1,PMID_40865615,"Neuroprotective and cognitive-enhancing potentials of herbal remedies: Focus on St. John's wort, green tea, and Ashwagandha.",green tea,catechins,,,epigallocatechin gallate; egcg; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40121496_GLM1,PMID_40121496,The mediating roles of anthropo-metabolic biomarkers on the association between beverage consumption and breast cancer risk.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction
