record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,uncertainty_class,uncertainty_flags,abstract_available
PMID_39050670_GLM1,PMID_39050670,Causal relationships involving brain imaging-derived phenotypes based on UKB imaging cohort: a review of Mendelian randomization studies.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_38936303_GLM2,PMID_38936303,Epigallocatechin gallate alleviates non-alcoholic fatty liver disease through the inhibition of the expression and activity of Dipeptide kinase 4.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_38897845_GLM1,PMID_38897845,The Beverage Quality Index and risk of cardiometabolic outcomes after a myocardial infarction: A prospective analysis in the Alpha Omega Cohort.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_38820660_GLM1,PMID_38820660,The potential of EGCG in modulating the oral-gut axis microbiota for treating inflammatory bowel disease.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_38778045_GLM1,PMID_38778045,Higher habitual intakes of flavonoids and flavonoid-rich foods are associated with a lower incidence of type 2 diabetes in the UK Biobank cohort.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_38757229_GLM1,PMID_38757229,Altered proteome profiles related to visceral adiposity may mediate the favorable effect of green Mediterranean diet: the DIRECT-PLUS trial.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_38757229_GLM2,PMID_38757229,Altered proteome profiles related to visceral adiposity may mediate the favorable effect of green Mediterranean diet: the DIRECT-PLUS trial.,green tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_38740187_GLM1,PMID_38740187,Higher Dietary Polyphenol Intake Is Associated With Lower Blood Inflammatory Markers.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_38695344_GLM1,PMID_38695344,Impact of nomenclature as metabolic associated steatotic liver disease on steatotic liver disease prevalence and screening: a prospective population survey in Asians.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_38622917_GLM1,PMID_38622917,Targeting microbiota-immune-synaptic plasticity to explore the effect of tea polyphenols on improving memory in the aged type 2 diabetic rat model.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_38622917_GLM2,PMID_38622917,Targeting microbiota-immune-synaptic plasticity to explore the effect of tea polyphenols on improving memory in the aged type 2 diabetic rat model.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only,true
PMID_38622917_GLM3,PMID_38622917,Targeting microbiota-immune-synaptic plasticity to explore the effect of tea polyphenols on improving memory in the aged type 2 diabetic rat model.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_38571923_GLM2,PMID_38571923,Beverages - a scoping review for Nordic Nutrition Recommendations 2023.,unspecified tea,caffeine,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_38521977_GLM1,PMID_38521977,"Is coffee, tea, and red wine consumption beneficial for individuals with hypertension?",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_38503153_GLM1,PMID_38503153,Therapeutic effects of epigallocatechin-3-gallate for inflammatory bowel disease: A preclinical meta-analysis.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_38501370_GLM1,PMID_38501370,Associations of Early Gut Microbiome and Metabolome with Growth and Body Composition of Preterm Infants Within the First 6 Months.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_38501370_GLM2,PMID_38501370,Associations of Early Gut Microbiome and Metabolome with Growth and Body Composition of Preterm Infants Within the First 6 Months.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_38501370_GLM3,PMID_38501370,Associations of Early Gut Microbiome and Metabolome with Growth and Body Composition of Preterm Infants Within the First 6 Months.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_37082776_GLM1,PMID_37082776,Effects of green tea on lipid profile in overweight and obese women.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_41698016_GLM1,PMID_41698016,Integrative and Natural Approaches to Thyroid Nodule Treatment: Evidence and Emerging Trends.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41439563_GLM1,PMID_41439563,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,true
PMID_41439563_GLM2,PMID_41439563,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41411000_GLM1,PMID_41411000,"Tea and coffee intakes, COPD, adult asthma, and lung function in the UK Biobank.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_41411000_GLM2,PMID_41411000,"Tea and coffee intakes, COPD, adult asthma, and lung function in the UK Biobank.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_41371855_GLM1,PMID_41371855,A triple-helix white tea polysaccharide alleviates ulcerative colitis via the gut microbiota-metabolites-inflammation regulatory axis.,white tea,tea polysaccharides,,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41371855_GLM2,PMID_41371855,A triple-helix white tea polysaccharide alleviates ulcerative colitis via the gut microbiota-metabolites-inflammation regulatory axis.,white tea,tea polysaccharides,,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41063115_GLM1,PMID_41063115,Association of herbal tea consumption with cardiovascular diseases in the general population: evidence from the MESA cohort.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40865615_GLM1,PMID_40865615,"Neuroprotective and cognitive-enhancing potentials of herbal remedies: Focus on St. John's wort, green tea, and Ashwagandha.",green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40121496_GLM1,PMID_40121496,The mediating roles of anthropo-metabolic biomarkers on the association between beverage consumption and breast cancer risk.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40020787_GLM1,PMID_40020787,Improvement of chronic metabolic inflammation and regulation of gut homeostasis: Tea as a potential therapy.,unspecified tea,tea polysaccharides,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40020787_GLM2,PMID_40020787,Improvement of chronic metabolic inflammation and regulation of gut homeostasis: Tea as a potential therapy.,unspecified tea,tea polysaccharides,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_38852447_GLM1,PMID_38852447,Alleviation of lipid metabolic dysfunction through regulation of intestinal bacteriophages and bacteria by green tea polyphenols in Ob/Ob mice.,green tea,mixed polyphenols,,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_38852447_GLM2,PMID_38852447,Alleviation of lipid metabolic dysfunction through regulation of intestinal bacteriophages and bacteria by green tea polyphenols in Ob/Ob mice.,green tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_38852447_GLM3,PMID_38852447,Alleviation of lipid metabolic dysfunction through regulation of intestinal bacteriophages and bacteria by green tea polyphenols in Ob/Ob mice.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only,true
PMID_41671932_AUTO1,PMID_41671932,Temperature-responsive nanozyme-mediated enrichment-confinement dual strategy breaks the non-responsive barrier for Triphenols: Highly responsive detection and differentiation of tea.,unspecified tea,mixed polyphenols,,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41128781_AUTO1,PMID_41128781,Magnetic resonance imaging-based assessment of hippocampal glutamate and morphometric changes in preterm infants at term-equivalent age with low birth weight.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_41008240_AUTO1,PMID_41008240,Influencing Factors and Regulatory Mechanisms of Fresh Tea Leaf Quality: A Review.,unspecified tea,caffeine,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40978769_AUTO1,PMID_40978769,Comparative validation of low-density lipoprotein cholesterol estimation formulas in older Georgian adults.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context,true
PMID_40817213_AUTO1,PMID_40817213,Microalgal biorefineries: a systematic review of technological trade-offs and innovation pathways.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40762434_AUTO1,PMID_40762434,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only,true
PMID_40762434_AUTO2,PMID_40762434,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only,true
PMID_40762434_AUTO3,PMID_40762434,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only,true
PMID_38242204_AUTO1,PMID_38242204,"Effects of Time-Restricted Eating on Aerobic Capacity, Body Composition, and Markers of Metabolic Health in Healthy Male Recreational Runners: A Randomized Crossover Trial.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
