pmid,query_ids,title,abstract,authors,journal,year,pubdate,doi,publication_types,mesh_terms,keywords
41891793,Q4,Long-Tea-CLIP: An Expert-Level Multimodal AI Framework for Fine-Grained Green Tea Grading Across Five Sensory Dimensions.,"Traditional tea quality evaluation depends on human evaluators, limiting scalability, and consistency. To establish an artificial intelligence (AI)-assisted framework for comprehensive evaluation of tea quality and detailed assessment of the tea consumption experience, this study aims to develop Long-Tea-CLIP (Contrastive Language-Image Pre-training), a multimodal tea grading system that combines computer vision and chemoinformatics. It integrates five sensory evaluation dimensions for green tea, using separate submodels for appearance (ResNet-18), soup color (eXtreme Gradient Boosting (XGBoost)), aroma, infused leaf, and taste (multilayer perceptron (MLP)). A deep network derived from ResNet-18 integrates dry tea images with seven subdimensions of sensory comments to achieve a refined appearance ""grading."" We apply Tip-CLIP supervised MLP on feature data extraction from infused leaf and chemical data of aroma and taste to enhance accuracy. Submodel outputs are weighted into a unified framework to produce an overall score. Long-Tea-CLIP trained on 7763 image-text pairs from 38 Longjing tea varieties achieves 92% accuracy, indicating its potential to enhance tea quality control and market transparency.",Xu Y; Xue Z; Luo Q; Liu X; Xu Y; Jing H; Zhang X; Zhang X; Liu Z; Luo Z,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026,2026 Mar 27,10.1002/advs.202518235,Journal Article,,
41888324,Q1,"Valorization of ligustrum species: biosynthesis, metabolic engineering, and pharmacology of bioactive compounds.","The genus Ligustrum (Oleaceae) encompasses woody plants with both medicinal and edible uses, distinguished by a wide range of bioactive compounds, including triterpenoids, phenylethanoid glycosides, flavonoids, and other active constituents. These metabolites demonstrate multi-target pharmacological effects, such as anti-inflammatory, antioxidant, antitumor, and anti-osteoporotic activities. In traditional medicine, species like L. lucidum and L. robustum are well-documented for their therapeutic roles in nourishing the liver and kidneys, enhancing vision, darkening hair, and serving as functional tea ingredients. Beyond their medicinal and health-promoting properties, Ligustrum species are also employed as ornamental plants, bioindicators of atmospheric pollution, algicidal agents, and feed additives. Given the increasing global demand and underutilization of Ligustrum resources, there is an urgent need to establish a sustainable supply framework focused on alternative strategies such as metabolic engineering, synthetic biology, and environmentally friendly manufacturing. This review encapsulates recent progress in the exploration of chemical diversity, pharmacological characteristics, omics-based analyses, and biosynthetic research pertaining to Ligustrum. It proposes an integrated methodology that amalgamates multi-omics approaches, synthetic biology, and environmentally sustainable manufacturing processes to advance strategies for whole-plant valorization and germplasm conservation. The objective is to establish a theoretical framework and technical paradigm to facilitate the comprehensive exploitation and sustainable utilization of Ligustrum as a medicinal resource.",Li D; Lu C; Zhang Y; Yu Y; Fei C; Chen P; Fu R; Wu M; Zhou P,Bioresources and bioprocessing,2026,2026 Mar 27,10.1186/s40643-026-01042-3,Journal Article; Review,,
41884463,Q4,Temperature regulates flavor and bioactivity in dark tea fermentation: Insights from an A spergillus tubingensis single-strain model.,"Temperature acts as a master regulator of microbial metabolism in dark tea fermentation, but how to precisely steer this process to craft flavor profiles remains a significant challenge. The metabolic fingerprint of Aspergillus tubingensis during dark tea fermentation under varying temperatures was decoded by utilizing HS-SPME-GC-MS and UHPLC-Q-Exactive HF/MS techniques. The results revealed that temperature acts as a precise metabolic switch. Low temperatures produced a mushroom-like aroma profile dominated by 1-octen-3-ol at dark tea fermentation, while high temperatures yielded a floral-woody profile via massive accumulation of β-ionone. This temperature-dependent control extended to non-volatile compounds, modulating taste by balancing flavonoid degradation with carbohydrate metabolism. Critically, temperature significantly regulated the production of lovastatin by A. tubingensis. This study not only provides a clear metabolic blueprint for understanding the dark tea fermentation but also offers a theoretical basis for the targeted regulation of tea quality via precise temperature control.",Niaz R; Wu S; Pu Q; Niaz H; Qu A; Qi M; Shen T; Wang C; Chen L; Li M; Huang Y,Food chemistry: X,2026,2026 Apr,10.1016/j.fochx.2026.103758,Journal Article,,
41882045,Q2,"Unveiling of phytochemicals, antioxidants, cytotoxic effects and anthelmintic potency of green tea (Camellia sinensis) beverage against albendazole resistant Hamonchus contortus.","Haemonchus contortus remains the main multidrug resistant strongyle threatened livestock productivity. The phytochemical components of green tea beverage (GT) might provide an alternative and sustainable anthelmintic effect. Therefore, this study aimed to evaluate the anthelmintic effect of GT beverage against albendazole resistant H. contortus from naturally infected sheep. Albendazole resistance was detected through egg hatch inhibition assay. Assessment of GT phytochemicals, antioxidant ability, anthelmintic effect and cytotoxicity MTT (dimethylthiazol-diphenyltetrazolium bromide) colorimetric assay were achieved. The GT was of high Total Phenolic Content; 555.32 mg gallic acid equivalents /g. Remarkable GT antioxidant qualities were noted where, 1,1-diphenyl-2-picrylhydrazyl (DPPH) radical scavenging activity (85.14%), DPPH antioxidant activity as 907.57 mg vitamin C/g equivalents, and Ferric Reducing Antioxidant Power (8991.04 µg Trolox/g). High Performance Liquid Chromatography showed rich profile of phenolics mainly catechine (70,190.8 µg/g). A potent anthelmintic activity of the GT was noted at 50 mg/mL; complete inhibition of egg hatchability (LC50; 0.144 mg/mL), significant larval motility inhibition (LC50; 0.127 mg/mL) and severe structural deformity on H. contortus eggs and larvae. Additionally, 100% worm motility inhibition and mortality index 1 were recorded at 400 mg/mL in 2 h incubation (LC50; 13.387 mg/mL). The light and electron scanning microscopy of the treated adult proved distortion in the muscular layer of the cuticle wall with severe degenerative changes. The GT maintained viability of the BJ1 cell lines without cytotoxic effect at (0.78 to 200 µg/mL) concentrations. Overall, green tea beverage could be offered as safe and potent alternative anthelmintic to combat the albendazole-resistance isolates of H. contortus.",Hassan NMF; Elsawy BSM; Helal MA; Mahmoud MH; El-Ezz NMTA; Shalaby HA,Scientific reports,2026,2026 Mar 25,10.1038/s41598-026-42739-x,Journal Article,,
41880967,Q2,Targeted quantitative analysis and antioxidant activity reveal the quality characteristics of Chinese black teas from different regions.,"Regional variations in non-volatile quality indicators and in vitro antioxidant activities of Chinese black teas remain unclear, despite its widespread consumption. Here, we evaluated 44 non-volatile quality indicators and three antioxidant parameters across 36 Chinese black teas. Multivariate statistical analyses distinguished large-leaf black teas from small- and medium-leaf black teas, identifying 14 key discriminatory indicators. Large-leaf black teas exhibited higher levels of epicatechin gallate (0.59%-2.01%), thearubigins (3.98%-6.35%), and theaflavins (0.29%-0.63%) (p ≤ 0.01), and stronger hydroxyl radical scavenging capacity (111.37-199.25 U/mg) (p ≤ 0.01), and deeper red liquor color and strong, brisk taste. Small- and medium-leaf black teas demonstrated elevated quercetin-3-O-glucoside (0.15%-0.58%, p ≤ 0.01), orange-yellow liquor color, and a sweet-mellow flavor. Correlation analysis confirmed that epicatechin gallate and thearubigin-related compounds significantly contributed to in vitro antioxidant activity. This study provides new insights into the non-volatile constituents of Chinese black teas and their antioxidant capacities.",Qu L; Wang J; Jiang Y; Li R; Hua J; Wang K; Xu X; Sun H; Yuan H,Food chemistry,2026,2026 Mar 15,10.1016/j.foodchem.2026.148865,Journal Article,,
41868711,Q2;Q4,Qing-brick tea alleviates metabolic dysfunction-associated fatty liver disease: involvement of AMPK/ACC and SREBP1/FAS pathways.,"Metabolic dysfunction-associated fatty liver disease (MAFLD) is often asymptomatic in its early stages and exhibits a higher prevalence than both viral hepatitis and alcoholic liver disease, posing a significant challenge to modern healthcare. Qing-brick tea (QBT), a traditional Chinese tea characterized by its unique processing method and brick-like form, contains bioactive compounds including epicatechin, epicatechin gallate, gallic acid, and catechin.This study aims to investigate the preventive effects and underlying the mechanisms of QBT on MAFLD in mice induced by a high-fat diet in combination with dextran sulfate sodium in vivo and a hyperlipidemic environment of HepG2 cells in vitro. The results demonstrate that QBT effectively prevents the development of MAFLD, which may be associated with the activation of the AMPK/ACC pathway and the suppression of SREBP1/FAS signaling.These findings provide an experimental foundation and theoretical basis for the further development and utilization of QBT.",You C; Li W; Xiang J; Li L; Zheng R; Luo J; Liu Y; Yang Y; Xiao C; He J; Huang Y,Cytotechnology,2026,2026 Apr,10.1007/s10616-026-00930-y,Journal Article,,
41867690,Q2;Q4,Optimized extraction of polyphenols from rooibos tea (Aspalathus linearis) and their biological activities.,"Fermented (red) rooibos tea (Aspalathus linearis) has been widely consumed for its well-known health-promoting effects and represents an important dietary source of natural polyphenols. Yet, compared with unfermented (green) rooibos tea, fermented rooibos tea has received limited investigation, particularly regarding the optimization of its aqueous extraction and the systematic evaluation of its chemical composition and bioactivities. This study aimed to optimize polyphenol extraction from commercial red rooibos tea using response surface methodology (RSM), followed by assessment of the antioxidant, antibacterial, and anticancer activities of the optimized extract. In addition, the phenolic profile of the extract was characterized using ultra-high-performance liquid chromatography coupled with quadrupole time-of-flight mass spectrometry (UHPLC-QTOF-MS). The solid-to-liquid extraction using a water bath was optimized for extraction temperature and time factors. The extract was evaluated for total phenolic content (TPC) using the Folin-Ciocalteu assay, and for antioxidant activity using the DPPH (2,2-diphenyl-picrylhydrazyl) assay. RSM analysis indicated that temperature was the dominant factor influencing both TPC and DPPH activity, with time showing a secondary temperature-dependent effect. At the optimized conditions (90 °C, 10 min), the optimum rooibos tea extract (RTE) showed a TPC of 49.94 mg GAE/g DM and an antioxidant activity of 101.90 mg TE/g DM. UHPLC-QTOF-MS analysis identified 43 metabolites in the RTE, mainly isoorientin, rutin, aesculetin, and aspalathin among others. The RTE produced inhibition zones of 12 mm against Staphylococcus aureus and 10 mm against Pseudomonas aeruginosa in the disc diffusion assay, while no inhibition zones were observed for Bacillus cereus, Listeria monocytogenes, Escherichia coli, or Salmonella Typhimurium. Broth microdilution assays yielded Minimum Inhibitory Concentration/Minimum Bactericidal Concentration (MIC/MBC) values of 25/25 mg/mL for S. aureus, 25/50 mg/mL for L. monocytogenes, 50/50 mg/mL for P. aeruginosa, and 50/100 mg/mL for E. coli, whereas B. cereus and S. typhimurium showed resistance to RTE under the tested conditions. For the anticancer activity, evaluated using MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide) assay, the extract did not achieve 50% inhibition across the concentrations tested (50-700 μg/mL) against H460, HT-29, and Caco-2 cancer cell lines. This study is the first to integrate RSM-based optimization of aqueous red rooibos extraction with chromatographic profiling and in vitro biological assays. Future studies may compare red and green rooibos tea, and explore product variability, in vivo relevance, and alternative processing strategies.",Othman MM; Azakir B; Khazaal S; Rabie M; Salem Sokhn E; Maroun RG; Debs E; Louka N; El Darra N,Frontiers in nutrition,2026,2026,10.3389/fnut.2026.1778749,Journal Article,,
41867401,Q2,"Decoding long-term aging of ripened Pu-erh tea: sensory equilibrium, metabolic pathways, and chemical markers.","Natural storage promotes Ripened Pu-erh tea (RPET) aging along with chemical conversion and flavor evolution. Analysis of teas aged 2-40+ years via sensory evaluation, E-tongue, and untargeted metabolomics showed a rise-fall-stabilization pattern in sensory profiles and metabolites. The 15-year sample reached sensory equilibrium with mild bitterness and enhanced sweetness and mellowness. A total of 313 non-volatile metabolites were identified: early accumulation of amino acids, nucleosides, and catechins; mid-stage depletion via oxidation and hydrolysis; and late-stage stabilization of lipids, phenolic acids, and antioxidants. Lipid oxidation products mitigated bitterness, while amino acids, nucleotides, and phenolic derivatives enhanced sweetness, kokumi, and flavor complexity. Fourteen age-dependent metabolites, including α-linolenic acid and L-phenylalaninol, correlated with storage duration strongly. Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment highlighted flavonoid degradation, nucleotide turnover, and lipid remodeling as key pathways underlying sensory evolution. These findings provide mechanistic insight and objective markers for RPET quality assessment and storage authentication.",Zheng X; Bai S; Chen D; Wen S; Wang L; An H; Liang H; Yao H; Chen Y; Chen H; Zhang J; Xue Y; Huang J; Liu Z,Food chemistry: X,2026,2026 Apr,10.1016/j.fochx.2026.103755,Journal Article,,
41863981,Q2;Q3,"Effects of tea polyphenols on intestinal barrier, antioxidant capacity, and cecal microbiota in lion-head geese.","Tea polyphenols are natural bioactive compounds associated with enhanced antioxidant capacity and improved gut health in poultry. This study evaluated the effects of dietary supplementation with tea polyphenols on intestinal morphology, barrier integrity, antioxidant status, and cecal microbiota in lion-head geese. A total of 240 one-day-old male lion-head geese were randomly allocated to 2 treatments: a basal diet (control) or the same diet supplemented with 1,000 mg/kg tea polyphenols (catechin purity, 50.4%) for 18 wk (6 replicates/treatment; 20 birds/replicate). Compared with the control, dietary supplementation with tea polyphenols significantly increased villus height and villus-to-crypt ratio (V/C) in the jejunum and ileum (P < 0.05) and reduced serum lipopolysaccharide (LPS) concentration (P < 0.05), whereas serum diamine oxidase (DAO) activity did not differ (P > 0.05). In the jejunum, mRNA expression of ZO-1, Claudin-5, and Occludin was significantly upregulated (P < 0.05); in the ileum, mRNA expression of ZO-1, Claudin-5, Occludin, and E-cadherin was significantly upregulated (P < 0.05). Tea polyphenols increased jejunal total antioxidant capacity (T-AOC) and upregulated GPX1, GPX2, HO-1, and Nrf2 mRNA expression (P < 0.05). In the ileum, tea polyphenols significantly increased glutathione peroxidase (GSH-Px) and total superoxide dismutase (T-SOD) activities, decreased malondialdehyde (MDA) content, and upregulated SOD1, GPX1, GPX2, HO-1, and Nrf2 mRNA expression (P < 0.05). Metagenomic sequencing showed lower relative abundances of Firmicutes and Verrucomicrobia at the phylum level (P < 0.05). At the genus level, tea polyphenols increased Prevotella and Subdoligranulum and decreased Oscillibacter and Desulfovibrio (P < 0.05). Functional annotation (KEGG, eggNOG, and CAZy) indicated enrichment of carbohydrate transport and metabolism, glycosyltransferases (GT), and polysaccharide lyases (PL) in the tea polyphenol group. Spearman correlation analysis indicated positive associations of Prevotella with KEGG thermogenesis and the two-component system, and of Desulfovibrio with biotin metabolism (P < 0.05). Overall, tea polyphenols promoted intestinal development, enhanced barrier- and antioxidant-related responses, and altered the composition and functional potential of the cecal microbiota, supporting improved gut health in lion-head geese.",Fu Z; Fu J; Wang Y; Zhan K; Liang Y; Ao N; Shen Q; Liu C,Poultry science,2026,2026 Feb 26,10.1016/j.psj.2026.106706,Journal Article,,
41863176,Q2,Potential Role and Mechanisms of Epigallocatechin-3-Gallate in Colorectal Cancer.,"Colorectal cancer (CRC), the second deadliest cancer worldwide, is characterized by high incidence and poor prognosis. Although current treatments can effectively relieve patient symptoms, numerous toxic side effects remain unresolved. Therefore, treating CRC remains a substantial challenge, and novel approaches are urgently needed. Epigallocatechin-3-gallate (EGCG), a natural polyphenol and the most abundant component of green tea, exerts preventive and anticancer effects. Herein, we review previous literature and summarize the effects of EGCG on the prevention and treatment of CRC. EGCG has been shown to inhibit cell proliferation, growth, and invasion, trigger apoptosis, and enhance sensitivity to chemotherapy and radiotherapy in patients with CRC. EGCG inhibits tumorigenesis through several mechanisms, mainly involving modulation of signaling pathways, suppression of inflammation, and regulation of gut microbiota in preclinical studies. However, the instability and low bioavailability of EGCG limit its clinical applications, and developing novel EGCG nanoparticles is an important future research direction. In conclusion, EGCG has proven valuable in suppressing CRC progression both in vitro and in vivo. Furthermore, the safety and efficacy of EGCG for treating CRC in clinical practice need to be further explored. The data were gathered by searching relevant information in multiple databases, such as PubMed, ScienceDirect, and Google Scholar.",Bao Y; Du Y; Wang D; Li J; Yao F; Wu Q,Current medicinal chemistry,2026,2026 Mar 16,10.2174/0109298673438731251212115733,Journal Article,,
41861686,Q2;Q4,Large-leaf yellow tea oligosaccharides alleviate T2DM by promoting GLP-1 secretion and regulating intestinal mucosal barrier.,"BACKGROUND: Glucagon-like peptide-1 (GLP-1), a key incretin produced by intestinal L-cells, plays a vital role in glucose and intestinal homeostasis during type 2 diabetes mellitus (T2DM) management. Large-leaf yellow tea polysaccharide (LYP) exhibits hypoglycemic effects, yet the structural features of LYP-derived bioactive oligosaccharides and their potential effects and mechanisms in promoting GLP-1 secretion remain unclear. PURPOSE: This study aimed to isolate an active oligosaccharide from LYP and explore its effects and underlying mechanisms on GLP-1 secretion and intestinal homeostasis in T2DM. METHODS: An oligosaccharide (ELYP) was obtained from enzymatic degradation of LYP guided by activity evaluation. Its structure was characterized, and in situ intestinal perfusion was used to assess GLP-1 secretion in mice. Molecular mechanisms were explored in T2DM mice and STC-1 cells. Intestinal microorganisms and metabolites, intestinal barrier integrity, as well as immunocytes profiles were analyzed. RESULTS: ELYP primarily consists of 1,4-linked β-GalpA and 1,4-linked β-Glcp, with degrees of polymerization between 3 to 7. It significantly increased plasma GLP-1 levels and upregulated genes related to GLP-1 synthesis, processing, and release synthesis and secretion. ELYP also restored intestinal barrier function by enhancing tight-junction proteins and goblet cell numbers, enriching beneficial gut microbiota and SCFAs composition, and promoting a transition of macrophages and T lymphocytes to an anti-inflammatory phenotype. CONCLUSION: ELYP effectively ameliorates T2DM by potently stimulating GLP-1 secretion and restoring intestinal homeostasis. This study not only identifies ELYP as a promising natural product for T2DM management but also provides new insights into the mechanism of tea-derived oligosaccharides.",Wu H; Xie H; Li M; Li Y; Wang X; Xu N; Ge H; Xie Z; Wang Y; Li D; Wang H,Phytomedicine : international journal of phytotherapy and phytopharmacology,2026,2026 Mar 14,10.1016/j.phymed.2026.158079,Journal Article,,
41859366,Q2,Identification of a unique tea germplasm exhibiting hyperaccumulation of trans-catechins and its molecular regulatory mechanism.,"Catechins are the principal bioactive components in tea, and their trans-isomers offer superior benefits such as tea quality, and support human health when compared with their predominant cis-forms. This study aims to identify natural tea germplasm that is rich in trans-catechins and hypothesizes that such a unique catechin composition can broadly reshape the metabolism of other flavor compounds. Herein, a unique germplasm, Y5, was identified and comprehensively profiled. Metabolomic and quantitative analysis revealed that Y5 preferentially hyperaccumulates trans-catechins over cis-catechins, with gallocatechin gallate (GCG) reaching 70.1 ± 0.3 mg/g (over 50-fold higher than controls). Moreover, Y5 exhibited rare co-accumulation of theobromine and caffeine, along with increased levels of specific proanthocyanidins and anthocyanin derivatives. The amino acid profiles changed accordingly as well. Molecular investigation revealed a coordinated regulatory network that redirects biosynthetic flux toward the trans-catechins pathway. The redirection of metabolic flux was largely affected by the late biosynthetic genes and transporters rather than the early biosynthetic genes. Serine carboxypeptidase-like acyltransferases (SCPLs) and multidrug and toxic extrusion transporters (MATEs) were identified as the key genes that facilitate GCG hyperaccumulation. This study provides a valuable resource for catechin research and a foundation for the development of GCG-rich natural tea beverages.",Zhang Y; Wang Y; Li C; Kong X; You X; Chen Z; Li X; Shan R; Zheng S; Lin Z; Yu W; Wei K; Chen C,Food chemistry. Molecular sciences,2026,2026 Jun,10.1016/j.fochms.2026.100385,Journal Article,,
41858500,Q2,Covalent modification of flaxseed protein isolate by polyphenols and characterization of the structural and functional properties of the conjugates.,"This study investigated and characterized the covalent and non-covalent conjugation of flaxseed protein isolate (FPI) with a crude extract of flaxseed polyphenols (FP), flaxseed lignan-secoisolariciresinol diglucoside (SDG) and tea polyphenols (TP). Covalent conjugation using the alkaline method was found to result in a higher grafting efficiency compared with free-radical grafting. Fourier-transform infrared spectrometry, scanning electron microscopy and fluorescence spectrometry showed marked alterations in the secondary, tertiary, and surface structures of the FPI-polyphenol conjugates. In contrast, non-covalent binding did not affect the FPI conformation significantly. The FPI-polyphenol conjugates showed higher emulsifying activity and foaming ability than FPI, with the highest emulsification seen in the FPI-TP-A conjugate. Moreover, the antioxidant activities of FPI-polyphenol conjugates and the non-covalent mixtures were higher than those of FPI. These findings offer new research directions for the utilization of FPI and an effective method for the preparation of bioactive wall materials to encapsulate polyunsaturated lipids.",Yang F; Li J; Wang J; Gan S; Dong G,Food chemistry: X,2026,2026 Apr,10.1016/j.fochx.2026.103744,Journal Article,,
41855828,Q4,Comparison of volatile organic compounds and antioxidant activity in Dendrobii Officinalis Flos under different drying methods.,"Dendrobii Officinalis Flos (DOF) is the flower of Dendrobium officinale Kimura et Migo (Fam. Orchidaceae), distinguished by its uniquely shaped and elegantly pale blossoms. In recent years, this flower has attracted considerable attention in the food industry due to its pleasant flavor and rich nutritional profile. The present study investigated the effects of different drying methods-microwave drying (MD), vacuum drying (VD), hot-air drying (HAD), and vacuum freeze-drying (VFD)-on the appearance, volatile organic compounds (VOCs), and antioxidant capacity of DOF. Analysis via gas chromatography-ion mobility spectrometry (GC-IMS) identified a total of 52 VOCs across the five sample groups, including 16 alcohols, 18 aldehydes, 10 ketones, 4 esters, 1 carboxylic acid, 2 heterocyclic compounds, and 1 disulfide. The findings revealed that fresh flowers contained higher levels of VOCs such as 2-octanone and 3-methyl-1-butanol. VFD-treated flowers showed higher levels of key flavor markers (e.g., (E)-2-butenal, (E)-2-heptenal, (E)-2-pentenal), suggesting their potential as flavor enhancers. VD-treated samples retained more tea-like aromatics (e.g., (Z)-2-penten-1-ol), making them suitable for enhancing premium tea beverages. In contrast, MD and HAD resulted in noticeable color darkening and a significant loss of volatile constituents. The antioxidant activity was evaluated using two complementary assays: the 2,2'-azino-bis (3-ethylbenzothiazoline-6-sulfonic acid) (ABTS) radical cation scavenging assay and the 2,2-diphenyl-1-picrylhydrazyl (DPPH) radical scavenging assay. Fresh samples showed the strongest bioactivity, followed by VFD-treated ones. VFD was optimal for preserving morphology, flavor, and antioxidant capacity. This study provides a basis for optimizing DOF processing, with drying methods selected for specific applications.",Dai Y; Yu Z; Huang J; Zhang S; Liu Y; Li S; Huang D,Journal of chromatography. A,2026,2026 May 10,10.1016/j.chroma.2026.466898,Journal Article; Comparative Study,,
