record_id,paper_id,activity_category,study_type,component_before,component_after,processing_before,processing_after,extraction_before,extraction_after,uncertainty_before,uncertainty_after,context_score_before,context_score_after,component_added,processing_added,extraction_added
PMID_41607156_GLM1,PMID_41607156,anti-inflammatory,animal study,catechins,catechins,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41608512_GLM1,PMID_41608512,anti-inflammatory,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41608512_GLM2,PMID_41608512,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41608512_GLM3,PMID_41608512,antioxidant,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41612904_GLM1,PMID_41612904,antioxidant,animal study,whole extract,whole extract,,,aqueous extraction; other extraction,aqueous extraction; other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41612904_GLM2,PMID_41612904,anti-inflammatory,animal study,whole extract,whole extract,,,aqueous extraction; other extraction,aqueous extraction; other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41612904_GLM3,PMID_41612904,other,animal study,whole extract,whole extract,,,aqueous extraction; other extraction,aqueous extraction; other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41617244_AUTO1,PMID_41617244,other,systematic review,whole extract,whole extract,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41617902_GLM1,PMID_41617902,antioxidant,animal study,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41617902_GLM2,PMID_41617902,other,animal study,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41621019_GLM1,PMID_41621019,anti-inflammatory,animal study,catechins,catechins,enzymatic treatment,enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41621019_GLM2,PMID_41621019,antioxidant,animal study,catechins,catechins,enzymatic treatment,enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41621019_GLM3,PMID_41621019,other,animal study,catechins,catechins,enzymatic treatment,enzymatic treatment,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41621929_GLM1,PMID_41621929,antioxidant,animal study,whole extract,whole extract,,,aqueous extraction; solvent extraction; other extraction,aqueous extraction; solvent extraction; other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41622288_GLM1,PMID_41622288,metabolic improvement,systematic review,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41622288_GLM2,PMID_41622288,other,systematic review,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41622499_GLM1,PMID_41622499,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41622499_GLM2,PMID_41622499,anti-inflammatory,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41622499_GLM3,PMID_41622499,metabolic improvement,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41622927_GLM1,PMID_41622927,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41622927_GLM2,PMID_41622927,other,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41623636_GLM1,PMID_41623636,anti-obesity,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41623636_GLM2,PMID_41623636,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41623636_GLM3,PMID_41623636,other,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41632836_GLM1,PMID_41632836,metabolic improvement,animal study,mixed polyphenols,mixed polyphenols,storage/aging,storage/aging,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41632991_GLM2,PMID_41632991,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41632991_GLM3,PMID_41632991,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41645939_GLM1,PMID_41645939,neuroprotection,systematic review,theanine,multiple component groups,,finely ground powder production,,,moderate_uncertainty,moderate_uncertainty,0.550,0.800,false,true,false
PMID_41645939_GLM2,PMID_41645939,other,systematic review,theanine,multiple component groups,,finely ground powder; shading,,,moderate_uncertainty,moderate_uncertainty,0.550,0.800,false,true,false
PMID_41650779_AUTO1,PMID_41650779,antioxidant,animal study,whole extract,whole extract,enzymatic treatment,enzymatic treatment,other extraction,other extraction,high_uncertainty,high_uncertainty,0.750,0.750,false,false,false
PMID_41652699_GLM1,PMID_41652699,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41652699_GLM2,PMID_41652699,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41655487_GLM1,PMID_41655487,other,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41656465_GLM1,PMID_41656465,other,systematic review,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,aqueous extraction; other extraction,aqueous extraction; other extraction,moderate_uncertainty,moderate_uncertainty,1.000,1.000,false,false,false
PMID_41656480_GLM1,PMID_41656480,anti-inflammatory,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41656480_GLM2,PMID_41656480,other,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41663711_AUTO1,PMID_41663711,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41664546_GLM1,PMID_41664546,antioxidant,unspecified,mixed polyphenols,mixed polyphenols,pan-firing/fixation,pan-firing/fixation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41665340_GLM1,PMID_41665340,other,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41671305_GLM1,PMID_41671305,metabolic improvement,animal study,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41671305_GLM2,PMID_41671305,other,animal study,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41671932_AUTO1,PMID_41671932,other,animal study,mixed polyphenols,mixed polyphenols,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41674684_GLM2,PMID_41674684,other,animal study,volatile compounds; mixed polyphenols,volatile compounds; mixed polyphenols,,black tea processing; green tea processing; white tea processing; oolong tea processing,,LC-MS/MS; HS-SPME-GCMS,moderate_uncertainty,moderate_uncertainty,0.550,0.750,false,true,true
PMID_41678410_GLM1,PMID_41678410,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41678410_GLM2,PMID_41678410,anti-obesity,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41679395_GLM1,PMID_41679395,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,essential oil extraction,moderate_uncertainty,moderate_uncertainty,0.300,0.500,false,false,true
PMID_41679395_GLM2,PMID_41679395,other,systematic review,multiple component groups,multiple component groups,,,,essential oil extraction,moderate_uncertainty,moderate_uncertainty,0.300,0.500,false,false,true
PMID_41679603_GLM1,PMID_41679603,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,false,false
PMID_41679603_GLM2,PMID_41679603,antioxidant,animal study,tea polysaccharides,tea polysaccharides,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,false,false
PMID_41683202_GLM1,PMID_41683202,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41684150_GLM1,PMID_41684150,gut microbiota modulation,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41684150_GLM2,PMID_41684150,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41684150_GLM3,PMID_41684150,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41695108_GLM1,PMID_41695108,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41695108_GLM2,PMID_41695108,cardiovascular protection,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41695732_GLM1,PMID_41695732,anti-obesity,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41695820_GLM1,PMID_41695820,anti-inflammatory,systematic review,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41695820_GLM2,PMID_41695820,other,systematic review,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,high_uncertainty,high_uncertainty,0.800,0.800,false,false,false
PMID_41696766_GLM1,PMID_41696766,antioxidant,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41697452_GLM1,PMID_41697452,other,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41697800_AUTO1,PMID_41697800,anti-inflammatory,animal study,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41698016_GLM1,PMID_41698016,anti-inflammatory,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41699676_GLM1,PMID_41699676,neuroprotection,animal study,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41703844_GLM1,PMID_41703844,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41703844_GLM2,PMID_41703844,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41703870_GLM1,PMID_41703870,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41703870_GLM2,PMID_41703870,other,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41704297_GLM1,PMID_41704297,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41704297_GLM2,PMID_41704297,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41704879_GLM1,PMID_41704879,antioxidant,animal study,catechins,catechins,roasting,roasting,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41704879_GLM2,PMID_41704879,other,animal study,catechins,catechins,roasting,roasting,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41709514_GLM1,PMID_41709514,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,aqueous extraction; other extraction,aqueous extraction; other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41716005_GLM1,PMID_41716005,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41716005_GLM2,PMID_41716005,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41716005_GLM3,PMID_41716005,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41717022_AUTO1,PMID_41717022,neuroprotection,cohort study,multiple component groups,multiple component groups,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41730253_GLM1,PMID_41730253,antioxidant,animal study,mixed polyphenols,mixed polyphenols,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41732513_GLM1,PMID_41732513,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,shade drying;hot-air drying;vacuum freeze-drying,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,true,false
PMID_41738389_GLM1,PMID_41738389,anti-obesity,animal study,theaflavins,theaflavins,,,,,low_uncertainty,low_uncertainty,0.550,0.550,false,false,false
PMID_41738389_GLM2,PMID_41738389,gut microbiota modulation,animal study,theaflavins,theaflavins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41738389_GLM3,PMID_41738389,antioxidant,animal study,theaflavins,theaflavins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41745743_AUTO1,PMID_41745743,other,animal study,whole extract,whole extract,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41747591_GLM1,PMID_41747591,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41747591_GLM2,PMID_41747591,neuroprotection,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41747612_GLM1,PMID_41747612,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41750899_GLM1,PMID_41750899,antioxidant,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41754217_GLM1,PMID_41754217,metabolic improvement,systematic review,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41754218_GLM1,PMID_41754218,anti-obesity,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41762517_GLM1,PMID_41762517,anti-inflammatory,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41762517_GLM2,PMID_41762517,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41762517_GLM3,PMID_41762517,antioxidant,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41763747_GLM1,PMID_41763747,other,systematic review,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,supercritical fluid extraction,supercritical fluid extraction,moderate_uncertainty,moderate_uncertainty,1.000,1.000,false,false,false
PMID_41763794_GLM1,PMID_41763794,gut microbiota modulation,animal study,tea polysaccharides,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41769406_AUTO1,PMID_41769406,other,animal study,whole extract,whole extract,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41769650_GLM1,PMID_41769650,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,black tea manufacturing,,,moderate_uncertainty,low_uncertainty,0.550,0.800,false,true,false
PMID_41769650_GLM3,PMID_41769650,metabolic improvement,animal study,mixed polyphenols,mixed polyphenols,,black tea manufacturing,,,moderate_uncertainty,low_uncertainty,0.550,0.800,false,true,false
PMID_41782071_GLM1,PMID_41782071,cardiovascular protection,systematic review,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41782071_GLM2,PMID_41782071,metabolic improvement,systematic review,caffeine,caffeine,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41785770_GLM1,PMID_41785770,antioxidant,animal study,catechins,catechins,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41785770_GLM2,PMID_41785770,other,animal study,catechins,catechins,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41788636_GLM1,PMID_41788636,metabolic improvement,meta-analysis,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41788685_GLM1,PMID_41788685,cardiovascular protection,cohort study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41789592_GLM1,PMID_41789592,gut microbiota modulation,systematic review,theaflavins,theaflavins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41789592_GLM2,PMID_41789592,other,systematic review,theaflavins,theaflavins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41791619_GLM1,PMID_41791619,gut microbiota modulation,systematic review,multiple component groups,multiple component groups,roasting,roasting,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41791619_GLM3,PMID_41791619,anti-obesity,systematic review,multiple component groups,multiple component groups,roasting,roasting,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41794250_GLM1,PMID_41794250,antioxidant,animal study,tea polysaccharides,tea polysaccharides,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41796839_GLM1,PMID_41796839,anti-obesity,systematic review,theanine,theanine,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41796839_GLM2,PMID_41796839,cardiovascular protection,systematic review,theanine,theanine,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41797132_GLM1,PMID_41797132,antioxidant,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41797132_GLM2,PMID_41797132,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41798939_GLM1,PMID_41798939,gut microbiota modulation,animal study,whole extract,whole extract,fermentation/oxidation; storage/aging,fermentation/oxidation; storage/aging,other extraction,other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_41798939_GLM2,PMID_41798939,anti-inflammatory,animal study,whole extract,whole extract,fermentation/oxidation; storage/aging,fermentation/oxidation; storage/aging,other extraction,other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_41798939_GLM3,PMID_41798939,other,animal study,whole extract,whole extract,fermentation/oxidation; storage/aging,fermentation/oxidation; storage/aging,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,1.000,1.000,false,false,false
PMID_41799109_GLM1,PMID_41799109,neuroprotection,animal study,theaflavins,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41800414_GLM1,PMID_41800414,other,animal study,tea polysaccharides,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41802656_GLM1,PMID_41802656,gut microbiota modulation,systematic review,theanine,theanine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41802656_GLM2,PMID_41802656,other,systematic review,theanine,theanine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41804768_GLM1,PMID_41804768,gut microbiota modulation,animal study,tea polysaccharides,catechins,,,,,low_uncertainty,low_uncertainty,0.550,0.550,false,false,false
PMID_41804768_GLM2,PMID_41804768,anti-inflammatory,animal study,tea polysaccharides,catechins,,,,,low_uncertainty,low_uncertainty,0.550,0.550,false,false,false
PMID_41804768_GLM3,PMID_41804768,other,animal study,tea polysaccharides,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41819933_AUTO1,PMID_41819933,other,animal study,caffeine,caffeine,,,aqueous extraction; other extraction,aqueous extraction; other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41820002_GLM1,PMID_41820002,metabolic improvement,randomized controlled trial,multiple component groups,multiple component groups,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41828611_GLM1,PMID_41828611,anti-inflammatory,meta-analysis,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41828808_GLM1,PMID_41828808,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41828893_GLM1,PMID_41828893,antioxidant,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41828893_GLM3,PMID_41828893,other,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41829159_GLM1,PMID_41829159,gut microbiota modulation,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41829159_GLM2,PMID_41829159,gut microbiota modulation,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41829951_GLM1,PMID_41829951,gut microbiota modulation,meta-analysis,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41829951_GLM2,PMID_41829951,gut microbiota modulation,meta-analysis,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41830022_GLM1,PMID_41830022,gut microbiota modulation,randomized controlled trial,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41830022_GLM2,PMID_41830022,anti-obesity,randomized controlled trial,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41833670_GLM1,PMID_41833670,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41833670_GLM2,PMID_41833670,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41839464_GLM1,PMID_41839464,other,animal study,mixed polyphenols,mixed polyphenols,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41839755_GLM1,PMID_41839755,antioxidant,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,aqueous extraction,aqueous extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_41844524_AUTO1,PMID_41844524,other,animal study,catechins,catechins,processing category contrast,processing category contrast,,,high_uncertainty,high_uncertainty,0.800,0.800,false,false,false
PMID_41853594_GLM1,PMID_41853594,antioxidant,animal study,catechins,catechins,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41853598_GLM2,PMID_41853598,metabolic improvement,animal study,theaflavins,theaflavins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41853609_GLM1,PMID_41853609,other,animal study,caffeine,caffeine,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41853609_GLM2,PMID_41853609,metabolic improvement,animal study,caffeine,caffeine,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41855828_GLM1,PMID_41855828,antioxidant,animal study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41858500_GLM1,PMID_41858500,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41858500_GLM2,PMID_41858500,other,animal study,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41859366_GLM1,PMID_41859366,other,animal study,caffeine,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41861686_GLM1,PMID_41861686,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,enzymatic treatment,enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41861686_GLM2,PMID_41861686,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,enzymatic treatment,enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41863176_GLM1,PMID_41863176,gut microbiota modulation,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41863176_GLM2,PMID_41863176,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41863981_GLM1,PMID_41863981,gut microbiota modulation,animal study,tea polysaccharides,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41863981_GLM2,PMID_41863981,other,animal study,tea polysaccharides,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41863981_GLM3,PMID_41863981,antioxidant,animal study,tea polysaccharides,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41867690_AUTO1,PMID_41867690,antioxidant,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,other extraction,other extraction,high_uncertainty,high_uncertainty,0.750,0.750,false,false,false
