confidence_score,edge_type,effect_direction,evidence_level,paper_id,record_id,source_id,study_type,target_id,uncertainty_class,uncertainty_flags
0.717,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,activity:antioxidant,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.717,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,study_type:animal_study,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.717,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.717,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,effect_direction:positive,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.717,ACTS_VIA,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,mechanism:nrf2_are_pathway_activation,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.717,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,phenotype:oxidative_stress,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.717,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.717,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM2,record:PMID_39405832_GLM2,animal study,uncertainty:preclinical_only,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.636,HAS_RECORD,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,paper:PMID_39405832,animal study,record:PMID_39405832_GLM3,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,tea_type:unspecified_tea,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,material_form:purified_component,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,component_group:mixed_polyphenols,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,activity:other,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,study_type:animal_study,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,effect_direction:positive,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,phenotype:gut_health,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,uncertainty:generic_mechanism,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,uncertainty:preclinical_only,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.636,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_39405832,PMID_39405832_GLM3,record:PMID_39405832_GLM3,animal study,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.696,HAS_RECORD,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,paper:PMID_39391512,systematic review,record:PMID_39391512_GLM1,moderate_uncertainty,review_summary_record
0.696,HAS_TEA_TYPE,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,tea_type:unspecified_tea,moderate_uncertainty,review_summary_record
0.696,HAS_MATERIAL_FORM,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,material_form:tea_extract,moderate_uncertainty,review_summary_record
0.696,HAS_COMPONENT_GROUP,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,component_group:mixed_polyphenols,moderate_uncertainty,review_summary_record
0.696,HAS_EXTRACTION_METHOD,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,extraction_method:other_extraction,moderate_uncertainty,review_summary_record
0.696,SUPPORTS_ACTIVITY,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,activity:neuroprotection,moderate_uncertainty,review_summary_record
0.696,HAS_STUDY_TYPE,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,study_type:systematic_review,moderate_uncertainty,review_summary_record
0.696,HAS_EVIDENCE_LEVEL,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,evidence_level:evidence_synthesis_nonquantitative,moderate_uncertainty,review_summary_record
0.696,HAS_EFFECT_DIRECTION,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,effect_direction:positive,moderate_uncertainty,review_summary_record
0.696,ACTS_VIA,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,mechanism:attenuation_of_nox2_and_cox2_expression,moderate_uncertainty,review_summary_record
0.696,ASSOCIATED_HOST_PHENOTYPE,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,phenotype:cognitive_function,moderate_uncertainty,review_summary_record
0.696,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM1,record:PMID_39391512_GLM1,systematic review,uncertainty:review_summary_record,moderate_uncertainty,review_summary_record
0.668,HAS_RECORD,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,paper:PMID_39391512,systematic review,record:PMID_39391512_GLM2,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_TEA_TYPE,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,tea_type:unspecified_tea,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_MATERIAL_FORM,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,material_form:tea_extract,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_COMPONENT_GROUP,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,component_group:mixed_polyphenols,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_EXTRACTION_METHOD,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,extraction_method:other_extraction,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,SUPPORTS_ACTIVITY,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,activity:other,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_STUDY_TYPE,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,study_type:systematic_review,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_EVIDENCE_LEVEL,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,evidence_level:evidence_synthesis_nonquantitative,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_EFFECT_DIRECTION,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,effect_direction:positive,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,ACTS_VIA,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,mechanism:decreasing_dna_damage,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,ASSOCIATED_HOST_PHENOTYPE,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,phenotype:oxidative_stress,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,uncertainty:review_summary_record,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.668,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_39391512,PMID_39391512_GLM2,record:PMID_39391512_GLM2,systematic review,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
0.760,HAS_RECORD,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,paper:PMID_39350601,meta-analysis,record:PMID_39350601_GLM1,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_TEA_TYPE,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,tea_type:green_tea,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_MATERIAL_FORM,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,material_form:purified_component,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_COMPONENT_GROUP,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,component_group:catechins,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,SUPPORTS_ACTIVITY,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,activity:anti_obesity,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_STUDY_TYPE,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,study_type:meta_analysis,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_EVIDENCE_LEVEL,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,evidence_level:evidence_synthesis,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_EFFECT_DIRECTION,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,effect_direction:negative,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,ASSOCIATED_HOST_PHENOTYPE,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,phenotype:overweight_obese,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,uncertainty:generic_mechanism,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.760,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis,PMID_39350601,PMID_39350601_GLM1,record:PMID_39350601_GLM1,meta-analysis,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
0.814,HAS_RECORD,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,paper:PMID_39339787,randomized controlled trial,record:PMID_39339787_GLM1,low_uncertainty,
0.814,HAS_TEA_TYPE,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,tea_type:green_tea,low_uncertainty,
0.814,HAS_MATERIAL_FORM,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,material_form:fermented_beverage,low_uncertainty,
0.814,HAS_COMPONENT_GROUP,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,component_group:multiple_component_groups,low_uncertainty,
0.814,HAS_PROCESSING_STEP,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,processing_step:fermentation_oxidation,low_uncertainty,
0.814,SUPPORTS_ACTIVITY,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,activity:gut_microbiota_modulation,low_uncertainty,
0.814,HAS_STUDY_TYPE,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,study_type:randomized_controlled_trial,low_uncertainty,
0.814,HAS_EVIDENCE_LEVEL,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,evidence_level:human_interventional,low_uncertainty,
0.814,HAS_EFFECT_DIRECTION,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,effect_direction:positive,low_uncertainty,
0.814,ACTS_VIA,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,mechanism:microbiota_modulation,low_uncertainty,
0.814,MODULATES_MICROBIOTA,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,microbiota:bacillota,low_uncertainty,
0.814,MODULATES_MICROBIOTA,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,microbiota:bacteroidota,low_uncertainty,
0.814,ASSOCIATED_HOST_PHENOTYPE,positive,human_interventional,PMID_39339787,PMID_39339787_GLM1,record:PMID_39339787_GLM1,randomized controlled trial,phenotype:oral_microbiota,low_uncertainty,
0.756,HAS_RECORD,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,paper:PMID_39339787,randomized controlled trial,record:PMID_39339787_GLM2,moderate_uncertainty,generic_mechanism
0.756,HAS_TEA_TYPE,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,tea_type:green_tea,moderate_uncertainty,generic_mechanism
0.756,HAS_MATERIAL_FORM,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,material_form:fermented_beverage,moderate_uncertainty,generic_mechanism
0.756,HAS_COMPONENT_GROUP,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,component_group:multiple_component_groups,moderate_uncertainty,generic_mechanism
0.756,HAS_PROCESSING_STEP,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,processing_step:fermentation_oxidation,moderate_uncertainty,generic_mechanism
0.756,SUPPORTS_ACTIVITY,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,activity:anti_inflammatory,moderate_uncertainty,generic_mechanism
0.756,HAS_STUDY_TYPE,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,study_type:randomized_controlled_trial,moderate_uncertainty,generic_mechanism
0.756,HAS_EVIDENCE_LEVEL,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,evidence_level:human_interventional,moderate_uncertainty,generic_mechanism
0.756,HAS_EFFECT_DIRECTION,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,effect_direction:positive,moderate_uncertainty,generic_mechanism
0.756,ACTS_VIA,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,mechanism:inflammation_related_mechanism,moderate_uncertainty,generic_mechanism
0.756,ASSOCIATED_HOST_PHENOTYPE,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,phenotype:inflammation_phenotype,moderate_uncertainty,generic_mechanism
0.756,HAS_UNCERTAINTY_FLAG,positive,human_interventional,PMID_39339787,PMID_39339787_GLM2,record:PMID_39339787_GLM2,randomized controlled trial,uncertainty:generic_mechanism,moderate_uncertainty,generic_mechanism
0.713,HAS_RECORD,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,paper:PMID_39339787,randomized controlled trial,record:PMID_39339787_GLM3,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_TEA_TYPE,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,tea_type:green_tea,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_MATERIAL_FORM,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,material_form:fermented_beverage,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_COMPONENT_GROUP,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,component_group:multiple_component_groups,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_PROCESSING_STEP,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,processing_step:fermentation_oxidation,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,SUPPORTS_ACTIVITY,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,activity:other,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_STUDY_TYPE,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,study_type:randomized_controlled_trial,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_EVIDENCE_LEVEL,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,evidence_level:human_interventional,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_EFFECT_DIRECTION,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,effect_direction:negative,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,ASSOCIATED_HOST_PHENOTYPE,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,phenotype:metabolic_phenotype,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_UNCERTAINTY_FLAG,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,uncertainty:generic_mechanism,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.713,HAS_UNCERTAINTY_FLAG,negative,human_interventional,PMID_39339787,PMID_39339787_GLM3,record:PMID_39339787_GLM3,randomized controlled trial,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
0.550,HAS_RECORD,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,paper:PMID_39256541,cohort study,record:PMID_39256541_GLM1,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_TEA_TYPE,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,tea_type:unspecified_tea,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_MATERIAL_FORM,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,material_form:tea_infusion,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_COMPONENT_GROUP,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,component_group:multiple_component_groups,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,SUPPORTS_ACTIVITY,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,activity:anti_obesity,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_STUDY_TYPE,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,study_type:cohort_study,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_EVIDENCE_LEVEL,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,evidence_level:human_observational,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_EFFECT_DIRECTION,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,effect_direction:unclear,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,ASSOCIATED_HOST_PHENOTYPE,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,phenotype:obesity_related_phenotype,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_UNCERTAINTY_FLAG,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,uncertainty:generic_mechanism,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_UNCERTAINTY_FLAG,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,uncertainty:missing_processing_or_extraction_context,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.550,HAS_UNCERTAINTY_FLAG,unclear,human_observational,PMID_39256541,PMID_39256541_GLM1,record:PMID_39256541_GLM1,cohort study,uncertainty:uncertain_effect_direction,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
0.643,HAS_RECORD,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,paper:PMID_39222688,cohort study,record:PMID_39222688_GLM1,moderate_uncertainty,missing_processing_or_extraction_context
0.643,HAS_TEA_TYPE,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,tea_type:unspecified_tea,moderate_uncertainty,missing_processing_or_extraction_context
0.643,HAS_MATERIAL_FORM,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,material_form:purified_component,moderate_uncertainty,missing_processing_or_extraction_context
0.643,HAS_COMPONENT_GROUP,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,component_group:theaflavins,moderate_uncertainty,missing_processing_or_extraction_context
0.643,SUPPORTS_ACTIVITY,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,activity:anti_inflammatory,moderate_uncertainty,missing_processing_or_extraction_context
0.643,HAS_STUDY_TYPE,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,study_type:cohort_study,moderate_uncertainty,missing_processing_or_extraction_context
0.643,HAS_EVIDENCE_LEVEL,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,evidence_level:human_observational,moderate_uncertainty,missing_processing_or_extraction_context
0.643,HAS_EFFECT_DIRECTION,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,effect_direction:negative,moderate_uncertainty,missing_processing_or_extraction_context
0.643,ACTS_VIA,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,mechanism:mediation_by_systemic_inflammation,moderate_uncertainty,missing_processing_or_extraction_context
0.643,ASSOCIATED_HOST_PHENOTYPE,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,phenotype:respiratory_health,moderate_uncertainty,missing_processing_or_extraction_context
0.643,HAS_UNCERTAINTY_FLAG,negative,human_observational,PMID_39222688,PMID_39222688_GLM1,record:PMID_39222688_GLM1,cohort study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context
0.736,HAS_RECORD,positive,preclinical_in_vivo,PMID_39153160,PMID_39153160_GLM1,paper:PMID_39153160,animal study,record:PMID_39153160_GLM1,moderate_uncertainty,preclinical_only
0.736,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_39153160,PMID_39153160_GLM1,record:PMID_39153160_GLM1,animal study,tea_type:unspecified_tea,moderate_uncertainty,preclinical_only
0.736,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_39153160,PMID_39153160_GLM1,record:PMID_39153160_GLM1,animal study,material_form:tea_extract,moderate_uncertainty,preclinical_only
0.736,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_39153160,PMID_39153160_GLM1,record:PMID_39153160_GLM1,animal study,component_group:whole_extract,moderate_uncertainty,preclinical_only
