claim_text_raw,confidence_score,context_completeness_score,journal,label,mechanism_specificity_score,node_id,node_type,title,uncertainty_class,uncertainty_flags,year
"Participants with MetS showed a low calcium intake... and low consumption of dairy products, beverages except for coffee or green tea.",0.768,0.800,,PMID_39125321_GLM1,0.000,record:PMID_39125321_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; uncertain_effect_direction,
,,,Frontiers in neuroscience,PMID_39050670,,paper:PMID_39050670,Paper,Causal relationships involving brain imaging-derived phenotypes based on UKB imaging cohort: a review of Mendelian randomization studies.,,,2024
"In terms of lifestyle habits and environmental factors, there were causal relationships between alcohol consumption, tea intake, coffee consumption, smoking, educational attainment, and certain BIDPs.",0.605,0.300,,PMID_39050670_GLM1,0.000,record:PMID_39050670_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,
,,,,brain imaging-derived phenotype,,phenotype:brain_imaging_derived_phenotype,HostPhenotype,,,,
,,,The Science of the total environment,PMID_39047823,,paper:PMID_39047823,Paper,Phenanthrene-induced hyperuricemia with intestinal barrier damage and the protective role of theabrownin: Modulation by gut microbiota-mediated bile acid metabolism.,,,2024
the tea extract theabrownin (TB) effectively improved Phe-induced hyperuricemia and intestinal dysfunction at a dose of 320 mg/kg bw per day.,0.763,0.500,,PMID_39047823_GLM1,0.750,record:PMID_39047823_GLM1,EvidenceRecord,,moderate_uncertainty,missing_named_microbiota; preclinical_only,
,,,,modulation of gut microbiota-mediated bile acid metabolism,,mechanism:modulation_of_gut_microbiota_mediated_bile_acid_metabolism,Mechanism,,,,
,,,,bile acids,,metabolite:bile_acids,MicrobialMetabolite,,,,
,,,,uric acid excretion,,phenotype:uric_acid_excretion,HostPhenotype,,,,
an imbalance in bile acid metabolism derived from gut microbiota might mediate the intestinal barrier damage.,0.736,0.500,,PMID_39047823_GLM2,0.750,record:PMID_39047823_GLM2,EvidenceRecord,,moderate_uncertainty,missing_named_microbiota; preclinical_only,
,,,,imbalance in bile acid metabolism derived from gut microbiota,,mechanism:imbalance_in_bile_acid_metabolism_derived_from_gut_microbiota,Mechanism,,,,
,,,,intestinal barrier damage,,phenotype:intestinal_barrier_damage,HostPhenotype,,,,
,,,,dysfunction of intestinal UA excretion,,phenotype:dysfunction_of_intestinal_ua_excretion,HostPhenotype,,,,
,,,Food chemistry,PMID_39033639,,paper:PMID_39033639,Paper,Unraveling anti-aging mystery of green tea in C. elegans: Chemical truth and multiple mechanisms.,,,2024
"Green tea hot water extracts and ETCs improved healthspan by enhancing stress resistance and reducing ROS accumulation. ETCs modulated gut microbial homeostasis, increased the content of short-chain fatty acids, and reduced fat content.",0.860,0.750,,PMID_39033639_GLM1,0.750,record:PMID_39033639_GLM1,EvidenceRecord,,moderate_uncertainty,invalid_evidence_level; taxonomy_expansion_needed,
,,,,significant,,evidence_level:significant,EvidenceLevel,,,,
,,,,multi-target pathways,,mechanism:multi_target_pathways,Mechanism,,,,
,,,,gut microbiome modulation,,mechanism:gut_microbiome_modulation,Mechanism,,,,
,,,,stress resistance,,phenotype:stress_resistance,HostPhenotype,,,,
,,,,ROS accumulation,,phenotype:ros_accumulation,HostPhenotype,,,,
,,,,fat content,,phenotype:fat_content,HostPhenotype,,,,
,,,Journal of the International Society of Sports Nutrition,PMID_39014963,,paper:PMID_39014963,Paper,"Acute, dose-response effects of guayusa leaf extract on mood, cognitive and motor-cognitive performance, and blood pressure, heart rate, and ventricular repolarization.",,,2024
Both GLE600 and GLE1200 similarly increased systolic and diastolic BP by 4-5 mmHg (p ≤ 0.022).,0.716,0.500,,PMID_39014963_GLM1,0.000,record:PMID_39014963_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism,
GLE600 significantly improved total mood disturbance... fatigue-inertia... perceived energy... motor speed... and psychomotor speed relative to PLA.,0.716,0.500,,PMID_39014963_GLM3,0.000,record:PMID_39014963_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism,
,,,"Clinical nutrition (Edinburgh, Scotland)",PMID_38936303,,paper:PMID_38936303,Paper,Epigallocatechin gallate alleviates non-alcoholic fatty liver disease through the inhibition of the expression and activity of Dipeptide kinase 4.,,,2024
"EGCG was found to suppress the accumulation of lipids, inhibit inflammation, remediate dysregulated lipid metabolism, and improve the pathogenesis of NAFLD via the inhibition of the expression and activity of DPP4.",0.795,0.550,,PMID_38936303_GLM2,0.550,record:PMID_38936303_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,
,,,,DPP4 inhibition,,mechanism:dpp4_inhibition,Mechanism,,,,
,,,,NAFLD,,phenotype:nafld,HostPhenotype,,,,
,,,"Nutrition, metabolism, and cardiovascular diseases : NMCD",PMID_38897845,,paper:PMID_38897845,Paper,The Beverage Quality Index and risk of cardiometabolic outcomes after a myocardial infarction: A prospective analysis in the Alpha Omega Cohort.,,,2024
A higher BQI (T3 vs. T1) was associated with lower risk of MACE [HR: 0.73 (0.59-0.90)],0.578,0.300,,PMID_38897845_GLM1,0.000,record:PMID_38897845_GLM1,EvidenceRecord,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,
,,,Complementary therapies in medicine,PMID_38878905,,paper:PMID_38878905,Paper,Clinical effects of Hibiscus sabdariffa Linn. on obesity treatment: A systematic review and meta-analysis of randomized controlled trials.,,,2024
"Our meta-analyses showed that the mean difference in weight reduction between H. sabdariffa and control was - 0.27 kg (95 % confidence interval (CI); - 1.98 to 1.42, I2 = 0.0 %).",0.813,0.750,,PMID_38878905_GLM1,0.000,record:PMID_38878905_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; uncertain_effect_direction,
,,,Journal of ethnopharmacology,PMID_38848972,,paper:PMID_38848972,Paper,Combining bioinformatics and multiomics strategies to investigate the key microbiota and active components of Liupao tea ameliorating hyperlipidemia.,,,2024
"LPT extract ameliorated hyperlipidemia by modulating GP and BA metabolism by regulating Lactobacillus and Dubosiella, thereby alleviating hyperlipidemia.",0.925,1.000,,PMID_38848972_GLM1,0.750,record:PMID_38848972_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,modulation of GP and BA metabolism,,mechanism:modulation_of_gp_and_ba_metabolism,Mechanism,,,,
,,,,"Lactobacillus, Dubosiella",,microbiota:lactobacillus_dubosiella,MicrobiotaFeature,,,,
,,,,"improved glucose and lipid metabolism, reduced hepatic damage",,phenotype:improved_glucose_and_lipid_metabolism_reduced_hepatic_damage,HostPhenotype,,,,
"LPT extract modulated the mRNA expression levels of Fxr, Cyp7a1, Cyp8b1, and Cyp27a1 associated with bile acid (BA) metabolism, mitigated the disturbances of BA and glycerophospholipid (GP) metabolism in hyperlipidemia mice.",0.885,1.000,,PMID_38848972_GLM2,0.550,record:PMID_38848972_GLM2,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,regulation of gene mRNA expression,,mechanism:regulation_of_gene_mrna_expression,Mechanism,,,,
,,,,mitigated disturbances of bile acid and glycerophospholipid metabolism,,phenotype:mitigated_disturbances_of_bile_acid_and_glycerophospholipid_metabolism,HostPhenotype,,,,
,,,Phytomedicine : international journal of phytotherapy and phytopharmacology,PMID_38820660,,paper:PMID_38820660,Paper,The potential of EGCG in modulating the oral-gut axis microbiota for treating inflammatory bowel disease.,,,2024
"We investigated the antibacterial properties of EGCG and its potential to attenuate microbial translocation and colonization in the gut, emphasizing its role in attenuating exacerbations of IBD.",0.683,0.300,,PMID_38820660_GLM1,0.750,record:PMID_38820660_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,
,,,,attenuation of microbial translocation and colonization,,mechanism:attenuation_of_microbial_translocation_and_colonization,Mechanism,,,,
,,,,oral microorganisms,,microbiota:oral_microorganisms,MicrobiotaFeature,,,,
,,,,Inflammatory bowel disease (IBD),,phenotype:inflammatory_bowel_disease_ibd,HostPhenotype,,,,
,,,Nutrition & diabetes,PMID_38778045,,paper:PMID_38778045,Paper,Higher habitual intakes of flavonoids and flavonoid-rich foods are associated with a lower incidence of type 2 diabetes in the UK Biobank cohort.,,,2024
Higher intakes of black or green tea... significantly associated with 21%... lower T2D risk.,0.795,0.550,,PMID_38778045_GLM1,0.550,record:PMID_38778045_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context,
,,,,lower body fatness and inflammation,,mechanism:lower_body_fatness_and_inflammation,Mechanism,,,,
,,,"Obesity (Silver Spring, Md.)",PMID_38757229,,paper:PMID_38757229,Paper,Altered proteome profiles related to visceral adiposity may mediate the favorable effect of green Mediterranean diet: the DIRECT-PLUS trial.,,,2024
"After 18 months, proteomics cluster changes presented the strongest correlations with visceral adiposity reduction.",0.768,0.550,,PMID_38757229_GLM1,0.550,record:PMID_38757229_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context,
,,,,proteome profile alteration,,mechanism:proteome_profile_alteration,Mechanism,,,,
,,,,visceral adiposity,,phenotype:visceral_adiposity,HostPhenotype,,,,
"green-MED diet leading to more pronounced beneficial changes, largely driven by dominant proinflammatory proteins",0.706,0.550,,PMID_38757229_GLM2,0.000,record:PMID_38757229_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,,cardiometabolic risk,,phenotype:cardiometabolic_risk,HostPhenotype,,,,
,,,The Journal of nutrition,PMID_38740187,,paper:PMID_38740187,Paper,Higher Dietary Polyphenol Intake Is Associated With Lower Blood Inflammatory Markers.,,,2024
Linear regressions showed inverse associations between total daily intake and both CRP (β: -0.00702; P < 0.001) and fibrinogen (β: -0.00221; P = 0.038).,0.636,0.300,,PMID_38740187_GLM1,0.000,record:PMID_38740187_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,
,,,,lower CRP and fibrinogen,,phenotype:lower_crp_and_fibrinogen,HostPhenotype,,,,
,,,Journal of gastroenterology and hepatology,PMID_38695344,,paper:PMID_38695344,Paper,Impact of nomenclature as metabolic associated steatotic liver disease on steatotic liver disease prevalence and screening: a prospective population survey in Asians.,,,2024
consuming more cups of tea showed inverse associations [with higher risk of moderate-to-severe steatosis for MASLD non-MAFLD patients],0.578,0.300,,PMID_38695344_GLM1,0.000,record:PMID_38695344_GLM1,EvidenceRecord,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction,
,,,Nutritional neuroscience,PMID_38622917,,paper:PMID_38622917,Paper,Targeting microbiota-immune-synaptic plasticity to explore the effect of tea polyphenols on improving memory in the aged type 2 diabetic rat model.,,,2024
"TP alleviated memory impairments in the aged T2DM rat model... TP 300 mg/kg corrected the gut dysbacteriosis, alleviated intestinal permeability reduction and peripheral/central inflammation, inhibited the TLR4/NF-κB signaling pathway.",0.710,0.300,,PMID_38622917_GLM1,0.750,record:PMID_38622917_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,gut microbiota-immune-synaptic plasticity axis,,mechanism:gut_microbiota_immune_synaptic_plasticity_axis,Mechanism,,,,
,,,,attenuated neuroinflammation,,phenotype:attenuated_neuroinflammation,HostPhenotype,,,,
,,,,improved synaptic plasticity,,phenotype:improved_synaptic_plasticity,HostPhenotype,,,,
"TP improved the synaptic plasticity in the hippocampus of the aged T2DM model rats, whose expressions of SYN, PSD 95, NMDAR1 and GluR1 in hippocampus were significantly up-regulated.",0.689,0.300,,PMID_38622917_GLM2,0.850,record:PMID_38622917_GLM2,EvidenceRecord,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only,
,,,,inhibition of hippocampal TLR4/NF-κB signaling,,mechanism:inhibition_of_hippocampal_tlr4_nf_b_signaling,Mechanism,,,,
,,,,"up-regulated SYN, PSD 95, NMDAR1, GluR1 expression",,phenotype:up_regulated_syn_psd_95_nmdar1_glur1_expression,HostPhenotype,,,,
"Surprisingly, rats of the FMT group displayed the same changes.",0.683,0.300,,PMID_38622917_GLM3,0.750,record:PMID_38622917_GLM3,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,microbiota transplantation transfer of effect,,mechanism:microbiota_transplantation_transfer_of_effect,Mechanism,,,,
,,,,fecal microbiota from TP-treated rats,,microbiota:fecal_microbiota_from_tp_treated_rats,MicrobiotaFeature,,,,
,,,,similar changes to TP treatment,,phenotype:similar_changes_to_tp_treatment,HostPhenotype,,,,
,,,Food & nutrition research,PMID_38571923,,paper:PMID_38571923,Paper,Beverages - a scoping review for Nordic Nutrition Recommendations 2023.,,,2024
"High consumption of SSBs has been associated with increased risk of obesity, type 2 diabetes, hypertension, and cardiovascular disease, based on data from RCTs and prospective cohort studies.",0.643,0.300,,PMID_38571923_GLM2,0.550,record:PMID_38571923_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,excess energy intake,,mechanism:excess_energy_intake,Mechanism,,,,
,,,Postgraduate medical journal,PMID_38521977,,paper:PMID_38521977,Paper,"Is coffee, tea, and red wine consumption beneficial for individuals with hypertension?",,,2024
Tea consumption (3-4 cups/day) was significantly associated with the lowest risk of all-cause mortality compared with less than one cup/day.,0.633,0.300,,PMID_38521977_GLM1,0.000,record:PMID_38521977_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,Phytomedicine : international journal of phytotherapy and phytopharmacology,PMID_38503153,,paper:PMID_38503153,Paper,Therapeutic effects of epigallocatechin-3-gallate for inflammatory bowel disease: A preclinical meta-analysis.,,,2024
"EGCG can ameliorate IBD-related pathology in animals, with a reduction in inflammatory and oxidative stress indicators.",0.795,0.550,,PMID_38503153_GLM1,0.550,record:PMID_38503153_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context,
,,,,regulation of inflammation and oxidative stress,,mechanism:regulation_of_inflammation_and_oxidative_stress,Mechanism,,,,
,,,Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine,PMID_38501370,,paper:PMID_38501370,Paper,Associations of Early Gut Microbiome and Metabolome with Growth and Body Composition of Preterm Infants Within the First 6 Months.,,,2024
A higher abundance of Streptococcus was associated with a lower fat-free mass (FFM) z-score at 6 months of CA,0.652,0.300,,PMID_38501370_GLM1,0.750,record:PMID_38501370_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,,Streptococcus,,microbiota:streptococcus,MicrobiotaFeature,,,,
,,,,growth and body composition,,phenotype:growth_and_body_composition,HostPhenotype,,,,
Higher levels of 3'-sialyllactose and 6'-sialyllactose (6'-SL) in feces were correlated with a lower z-score of percentage body fat (PBF),0.652,0.300,,PMID_38501370_GLM2,0.750,record:PMID_38501370_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,
,,,,metabolite-associated mechanism,,mechanism:metabolite_associated_mechanism,Mechanism,,,,
,,,,3'-sialyllactose,,metabolite:3_sialyllactose,MicrobialMetabolite,,,,
A higher level of 6'-SL in feces was correlated with a greater increase in FFM z-score from TEA to 6 months of CA,0.652,0.300,,PMID_38501370_GLM3,0.750,record:PMID_38501370_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,
,,,,6'-sialyllactose,,metabolite:6_sialyllactose,MicrobialMetabolite,,,,
,,,The British journal of nutrition,PMID_38031409,,paper:PMID_38031409,Paper,"The effects of green tea extract supplementation on body composition, obesity-related hormones and oxidative stress markers: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.",,,2024
"Pooled effect sizes indicated that BM, BFP, BMI and MDA significantly reduced following GTE supplementation.",0.813,0.750,,PMID_38031409_GLM1,0.000,record:PMID_38031409_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism,
"GTE supplementation increased adiponectin and TAC... BM, BFP, BMI and MDA significantly reduced.",0.820,0.750,,PMID_38031409_GLM2,0.550,record:PMID_38031409_GLM2,EvidenceRecord,,low_uncertainty,,
,,,Critical reviews in food science and nutrition,PMID_37584203,,paper:PMID_37584203,Paper,"State-of-the-art review of theabrownins: from preparation, structural characterization to health-promoting benefits.",,,2024
"emphasizing the underlying molecular mechanism, especially the different mechanisms behind the effect of theabrownins-mediated gut microbiota on the host's multiple health-promoting benefits.",0.799,0.800,,PMID_37584203_GLM1,0.000,record:PMID_37584203_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; review_summary_record; uncertain_effect_direction,
,,,,multiple health-promoting benefits,,phenotype:multiple_health_promoting_benefits,HostPhenotype,,,,
it's their substantial generation in microbial fermentation that endows dark tea with much stronger hypolipidemic effect compared with other types of tea.,0.833,0.800,,PMID_37584203_GLM2,0.550,record:PMID_37584203_GLM2,EvidenceRecord,,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed,
,,,,microbial fermentation,,mechanism:microbial_fermentation,Mechanism,,,,
"Theabrownins are the main active ingredients in dark tea which brings multiple health-promoting effects in modulating lipid metabolism, reducing body weight gain, attenuating diabetes, mitigating NAFLD, scavenging ROS, and preventing tumors.",0.771,0.800,,PMID_37584203_GLM3,0.000,record:PMID_37584203_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; review_summary_record; uncertain_effect_direction,
,,,,"modulating lipid metabolism, reducing body weight gain, attenuating diabetes, mitigating NAFLD, scavenging ROS, and preventing tumors",,phenotype:modulating_lipid_metabolism_reducing_body_weight_gain_attenuating_diabetes_mitigating_nafld_scavenging_ros_and_preventing_tumors,HostPhenotype,,,,
,,,International journal for vitamin and nutrition research. Internationale Zeitschrift fur Vitamin- und Ernahrungsforschung. Journal international de vitaminologie et de nutrition,PMID_37082776,,paper:PMID_37082776,Paper,Effects of green tea on lipid profile in overweight and obese women.,,,2024
"The combined effect size revealed a significant reduction in total cholesterol (TC) (WMD: -4.45 mg/dl, 95% CI: -6.63, -2.27, P<0.001).",0.729,0.550,,PMID_37082776_GLM1,0.000,record:PMID_37082776_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,
,,,,overweight and obese women,,phenotype:overweight_and_obese_women,HostPhenotype,,,,
,,,Alternative therapies in health and medicine,PMID_41698016,,paper:PMID_41698016,Paper,Integrative and Natural Approaches to Thyroid Nodule Treatment: Evidence and Emerging Trends.,,,2026
"phytotherapeutic agents (e.g., curcumin, green tea polyphenols)... Mechanisms of action explored include modulation of inflammation",0.713,0.550,,PMID_41698016_GLM1,0.550,record:PMID_41698016_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,
,,,,modulation of inflammation,,mechanism:modulation_of_inflammation,Mechanism,,,,
,,,,thyroid nodule phenotype,,phenotype:thyroid_nodule_phenotype,HostPhenotype,,,,
,,,Journal of cosmetic dermatology,PMID_41439563,,paper:PMID_41439563,Paper,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,,,2026
"Some demonstrated antibacterial, anti-inflammatory, or sebum-reducing effects in vitro or clinically.",0.522,0.300,,PMID_41439563_GLM1,0.000,record:PMID_41439563_GLM1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,
,,,,acne vulgaris,,phenotype:acne_vulgaris,HostPhenotype,,,,
"Some demonstrated antibacterial, anti-inflammatory, or sebum-reducing effects in vitro",0.514,0.300,,PMID_41439563_GLM2,0.750,record:PMID_41439563_GLM2,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,Propionibacterium acnes,,microbiota:propionibacterium_acnes,MicrobiotaFeature,,,,
,,,Tissue & cell,PMID_41435602,,paper:PMID_41435602,Paper,Black tea extract exerts a protective effect on diethylnitrosamine-induced hepatic precancerous lesions through the Nrf2 signaling pathway.,,,2026
"Black tea extract alleviated DEN-induced hepatocyte damage, fibrosis, and inflammation. It reduced serum ALT, AST, ALP, AFP, IL-6, and TNF-α levels...",0.866,0.750,,PMID_41435602_GLM1,0.850,record:PMID_41435602_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,inhibition of NF-kappaB/STAT3 axis,,mechanism:inhibition_of_nf_kappab_stat3_axis,Mechanism,,,,
,,,,hepatic inflammation,,phenotype:hepatic_inflammation,HostPhenotype,,,,
Black tea extract protects against DEN-induced liver precancerous changes by enhancing antioxidant capacity via the Nrf2/HO-1 pathway...,0.866,0.750,,PMID_41435602_GLM2,0.850,record:PMID_41435602_GLM2,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,activation of Nrf2/HO-1 pathway,,mechanism:activation_of_nrf2_ho_1_pathway,Mechanism,,,,
,,,,hepatic oxidative stress,,phenotype:hepatic_oxidative_stress,HostPhenotype,,,,
,,,Food & function,PMID_41411000,,paper:PMID_41411000,Paper,"Tea and coffee intakes, COPD, adult asthma, and lung function in the UK Biobank.",,,2026
"Compared to not consuming tea or coffee, low intakes (0.5-2 cups per d) were associated with... lower inflammation",0.605,0.300,,PMID_41411000_GLM1,0.000,record:PMID_41411000_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
"low intakes (0.5-2 cups per d) were associated with... a lower risk of incident COPD [HR (95% CI); tea: 0.87 (0.81, 0.93) and coffee: 0.86 (0.82, 0.92)]",0.605,0.300,,PMID_41411000_GLM2,0.000,record:PMID_41411000_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,
,,,,respiratory phenotype,,phenotype:respiratory_phenotype,HostPhenotype,,,,
,,,Carbohydrate polymers,PMID_41371855,,paper:PMID_41371855,Paper,A triple-helix white tea polysaccharide alleviates ulcerative colitis via the gut microbiota-metabolites-inflammation regulatory axis.,,,2026
"WTP-2 (160 mg/kg) alleviated dextran sulfate sodium-induced colitis, reducing disease activity index scores by 54.5 %, preserving barrier integrity, and modulating gut microbiota and metabolites.",0.860,0.750,,PMID_41371855_GLM1,0.750,record:PMID_41371855_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,modulation of gut microbiota and metabolites,,mechanism:modulation_of_gut_microbiota_and_metabolites,Mechanism,,,,
,,,,inhibition of IL-17-JNK-AP-1 pathway,,mechanism:inhibition_of_il_17_jnk_ap_1_pathway,Mechanism,,,,
,,,,metabolites,,metabolite:metabolites,MicrobialMetabolite,,,,
,,,,"reduced disease activity index, preserved barrier integrity",,phenotype:reduced_disease_activity_index_preserved_barrier_integrity,HostPhenotype,,,,
"WTP-2 (400 μg/mL) suppressed LPS-induced TNF-α and IL-6 secretion in RAW264.7 macrophages by 57.6 % and 72.4 %, respectively, whereas helix-disrupted derivatives were ineffective.",0.866,0.750,,PMID_41371855_GLM2,0.850,record:PMID_41371855_GLM2,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,suppression of TNF-alpha and IL-6 secretion dependent on triple-helix structure,,mechanism:suppression_of_tnf_alpha_and_il_6_secretion_dependent_on_triple_helix_structure,Mechanism,,,,
,,,Therapeutic drug monitoring,PMID_41366683,,paper:PMID_41366683,Paper,"Herbal Remedies in Global Health Care: Classification, Toxicology, and Clinical Management.",,,2026
"Incidence of herb-induced toxicities, particularly hepatotoxicity, is related to the use of Kava, Chaparral, Comfrey, Germander, and green tea extract.",0.820,0.750,,PMID_41366683_GLM1,0.550,record:PMID_41366683_GLM1,EvidenceRecord,,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed,
,,,,intrinsic toxicity,,mechanism:intrinsic_toxicity,Mechanism,,,,
,,,,liver injury,,phenotype:liver_injury,HostPhenotype,,,,
,,,Food chemistry,PMID_41337925,,paper:PMID_41337925,Paper,Sustainable extraction and bioconversion of tea stems using NADES: Dual benefits in polyphenolic recovery and carbohydrates enzymatic hydrolysis.,,,2026
The extracts exhibited enhanced stability under thermal and light stress and demonstrated strong antioxidant activity,0.782,0.750,,PMID_41337925_GLM1,0.000,record:PMID_41337925_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; preclinical_only,
total flavonoid content (83.49 ± 0.40 mg/g) significantly exceeding that obtained using ethanol (61.65 mg/g),0.782,0.750,,PMID_41337925_GLM3,0.000,record:PMID_41337925_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism; preclinical_only; taxonomy_expansion_needed,
,,,Food chemistry,PMID_41275554,,paper:PMID_41275554,Paper,Preparation of high polyphenol-low caffeine instant tea powder by exploring and regulating the changes of key functional compounds during kombucha fermentation.,,,2026
"Compared to commercially available products, Cu-KG exhibited a good antioxidant effect and special vanilla flavor.",0.799,0.800,,PMID_41275554_GLM1,0.000,record:PMID_41275554_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; preclinical_only,
"The introduction of 16.28 mg/L Cu2+ reduced the caffeine content of fermentation liquid (Cu-GTF) to 164.29 mg/L, at which point multiple caffeine degradation pathways existed in Cu-GTF.",0.852,0.800,,PMID_41275554_GLM2,0.850,record:PMID_41275554_GLM2,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed,
,,,,metal ion regulation and degradation pathways,,mechanism:metal_ion_regulation_and_degradation_pathways,Mechanism,,,,
,,,Frontiers in microbiology,PMID_41623636,,paper:PMID_41623636,Paper,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,,,2025
PTE intervention significantly ameliorated HFD-induced obesity in mice without affecting food intake.,0.863,0.750,,PMID_41623636_GLM1,0.550,record:PMID_41623636_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only; uncertain_effect_direction,
,,,,BAT thermogenic activation,,mechanism:bat_thermogenic_activation,Mechanism,,,,
"PTE significantly decreased the Firmicutes/Bacteroidetes (F/B) ratio, enhanced the abundance of probiotics, and decreased the abundance of harmful bacteria.",0.848,0.750,,PMID_41623636_GLM2,0.750,record:PMID_41623636_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; preclinical_only; uncertain_effect_direction,
,,,,probiotics,,microbiota:probiotics,MicrobiotaFeature,,,,
,,,,gut microbiota profile,,phenotype:gut_microbiota_profile,HostPhenotype,,,,
PTE increased whole-body energy expenditure in mice and shifted the preference of energy substrate utilization toward lipid metabolism.,0.836,0.750,,PMID_41623636_GLM3,0.550,record:PMID_41623636_GLM3,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed,
,,,,BAT metabolic remodeling,,mechanism:bat_metabolic_remodeling,Mechanism,,,,
,,,,energy metabolism,,phenotype:energy_metabolism,HostPhenotype,,,,
,,,Nutrition journal,PMID_41063115,,paper:PMID_41063115,Paper,Association of herbal tea consumption with cardiovascular diseases in the general population: evidence from the MESA cohort.,,,2025
"herbal tea consumption was independently associated with a lower risk of incident CVD events [HR 0.83, 95% CI (0.69–0.997), p = 0.046]",0.729,0.550,,PMID_41063115_GLM1,0.000,record:PMID_41063115_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,Neurotoxicology and teratology,PMID_40865615,,paper:PMID_40865615,Paper,"Neuroprotective and cognitive-enhancing potentials of herbal remedies: Focus on St. John's wort, green tea, and Ashwagandha.",,,2025
